business,ownedbyLabel,parentorgLabel,partofLabel,memberofLabel,ownerofLabel
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,CDAX,DENIC,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,CDAX,DENIC,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,CDAX,DENIC,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,CDAX,DENIC,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,CDAX,DENIC,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,DAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,DAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,DAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,DAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,DAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,TecDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,TecDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,TecDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,TecDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,TecDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,MDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,MDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,MDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,MDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,MDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,CDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,CDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,CDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,CDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,CDAX,Linux Foundation,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,DAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,DAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,DAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,DAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,DAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,TecDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,TecDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,TecDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,TecDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,TecDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,MDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,MDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Klaus Tschira,,MDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,BlackRock,,MDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Government Pension Fund Global,,MDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Dietmar Hopp,,CDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q552581,Hasso Plattner,,CDAX,Bundesverband Fuhrparkmanagement,Business Objects
http://www.wikidata.org/entity/Q2032568,,,,,
http://www.wikidata.org/entity/Q2032800,,,,,
http://www.wikidata.org/entity/Q575146,,,,,Rostelecom
http://www.wikidata.org/entity/Q575447,,,,,
http://www.wikidata.org/entity/Q578252,,,,,
http://www.wikidata.org/entity/Q578260,,,,Gesamtverband der Deutschen Versicherungswirtschaft,
http://www.wikidata.org/entity/Q578832,,,,,
http://www.wikidata.org/entity/Q578961,,,,,
http://www.wikidata.org/entity/Q579097,,,,,Amfibia
http://www.wikidata.org/entity/Q579097,,,,,Komandirskie
http://www.wikidata.org/entity/Q579436,,,,,
http://www.wikidata.org/entity/Q579509,AGCO,AGCO,,,
http://www.wikidata.org/entity/Q580093,Dmitry Gerasimenko,,,,
http://www.wikidata.org/entity/Q580148,,,,,
http://www.wikidata.org/entity/Q582418,,,,,Marquis Who's Who
http://www.wikidata.org/entity/Q583242,,,,World Lottery Association,iPoker
http://www.wikidata.org/entity/Q583247,CDP Reti,Cassa Depositi e Prestiti,,,Italgas
http://www.wikidata.org/entity/Q583247,CDP Reti,Cassa Depositi e Prestiti,,,Q3943953
http://www.wikidata.org/entity/Q583247,CDP Reti,Cassa Depositi e Prestiti,,,GNL Italia
http://www.wikidata.org/entity/Q583247,CDP Reti,Cassa Depositi e Prestiti,,,Snam Rete Gas
http://www.wikidata.org/entity/Q583268,,,,,Estrada de Ferro Carajás
http://www.wikidata.org/entity/Q583268,,,,,MS Vale Brasil
http://www.wikidata.org/entity/Q583268,,,,,Q3553527
http://www.wikidata.org/entity/Q583268,,,,,Corumbá
http://www.wikidata.org/entity/Q583268,,,,,MV Vale Rio de Janeiro
http://www.wikidata.org/entity/Q583268,,,,,Vale Fertilizantes
http://www.wikidata.org/entity/Q583268,,,,,Q9667334
http://www.wikidata.org/entity/Q583268,,,,,Q10267777
http://www.wikidata.org/entity/Q583268,,,,,Q10388776
http://www.wikidata.org/entity/Q583268,,,,,Paragominas mine
http://www.wikidata.org/entity/Q583268,,,,,Samarco
http://www.wikidata.org/entity/Q583567,,,,,
http://www.wikidata.org/entity/Q583822,,,,,Kruonis Pumped Storage Plant
http://www.wikidata.org/entity/Q583822,,,,,Kaunas Hydroelectric Power Plant
http://www.wikidata.org/entity/Q583822,,,,,Energy and Technology Museum
http://www.wikidata.org/entity/Q584121,,,,,
http://www.wikidata.org/entity/Q585150,,,FTSE 100 Index,,
http://www.wikidata.org/entity/Q585314,,,,,
http://www.wikidata.org/entity/Q585666,,,,,
http://www.wikidata.org/entity/Q3476059,,MTY Food Group,,,
http://www.wikidata.org/entity/Q3477761,,,,,
http://www.wikidata.org/entity/Q3477902,,,,,
http://www.wikidata.org/entity/Q3477936,,,,,
http://www.wikidata.org/entity/Q3478204,,,,,
http://www.wikidata.org/entity/Q3479083,,,,SD Association,
http://www.wikidata.org/entity/Q3479085,,,,,
http://www.wikidata.org/entity/Q3479819,,,,,
http://www.wikidata.org/entity/Q3479858,,,,,
http://www.wikidata.org/entity/Q3481475,REWE Group,,,,
http://www.wikidata.org/entity/Q3481508,,,,,
http://www.wikidata.org/entity/Q3500379,ANAS,ANAS,,,
http://www.wikidata.org/entity/Q3500899,,,,,
http://www.wikidata.org/entity/Q3501860,,,,,
http://www.wikidata.org/entity/Q3502551,Pale Fire Capital,,,,
http://www.wikidata.org/entity/Q3502905,,,,,
http://www.wikidata.org/entity/Q3502967,NLT,NLT,,,"PRECIOSA ORNELA, a.s."
http://www.wikidata.org/entity/Q3502967,NLT,NLT,,,FC SLOVAN LIBEREC
http://www.wikidata.org/entity/Q3504137,,Q29513883,,,
http://www.wikidata.org/entity/Q3504187,,Polish State Railways,,,
http://www.wikidata.org/entity/Q3504341,Bell Media,,,,
http://www.wikidata.org/entity/Q3505174,,,,,
http://www.wikidata.org/entity/Q3505500,,,,,
http://www.wikidata.org/entity/Q3505627,,,,,
http://www.wikidata.org/entity/Q3506662,,Swissmetal Industries SA,,,
http://www.wikidata.org/entity/Q3507648,,,,,
http://www.wikidata.org/entity/Q3507748,,,,,
http://www.wikidata.org/entity/Q3508095,PKN Orlen,PKN Orlen,,,
http://www.wikidata.org/entity/Q3508142,,,,,
http://www.wikidata.org/entity/Q3508942,L'Oréal,L'Oréal,,,
http://www.wikidata.org/entity/Q3509059,,,,,
http://www.wikidata.org/entity/Q3509859,,,,,
http://www.wikidata.org/entity/Q3511885,Deutsche Telekom,Deutsche Telekom,S&P 500,,
http://www.wikidata.org/entity/Q3511885,Deutsche Telekom,T-Mobile International,S&P 500,,
http://www.wikidata.org/entity/Q3511885,Deutsche Telekom,Deutsche Telekom,NASDAQ-100,,
http://www.wikidata.org/entity/Q3511885,Deutsche Telekom,T-Mobile International,NASDAQ-100,,
http://www.wikidata.org/entity/Q3511946,,,S&P 500,,
http://www.wikidata.org/entity/Q3512088,Stellantis,Stellantis,,,
http://www.wikidata.org/entity/Q3512124,,,,,
http://www.wikidata.org/entity/Q3512130,TF1 Group,TF1 Group,,,
http://www.wikidata.org/entity/Q3512268,,,,,
http://www.wikidata.org/entity/Q3512482,,,,,
http://www.wikidata.org/entity/Q3512646,,,,,
http://www.wikidata.org/entity/Q3515736,,Tarkett,,,
http://www.wikidata.org/entity/Q3516800,,,,,
http://www.wikidata.org/entity/Q3516982,Koei Tecmo Holdings,Koei Tecmo Holdings,,,
http://www.wikidata.org/entity/Q3517277,,,,Wi-Fi Alliance,
http://www.wikidata.org/entity/Q3517277,,,,SD Association,
http://www.wikidata.org/entity/Q3517280,TIM Group,,,TIM Group,
http://www.wikidata.org/entity/Q3517289,,,,,
http://www.wikidata.org/entity/Q3517415,,,,,
http://www.wikidata.org/entity/Q3518314,,,,,
http://www.wikidata.org/entity/Q3518567,Suez Environnement,Suez Environnement,,,
http://www.wikidata.org/entity/Q3518683,,,,,
http://www.wikidata.org/entity/Q3518961,,,,Japan Pharmaceutical Manufacturers Association,
http://www.wikidata.org/entity/Q3521118,,,,,
http://www.wikidata.org/entity/Q3521465,Kathleen Kennedy,,,,
http://www.wikidata.org/entity/Q3522981,,,,,
http://www.wikidata.org/entity/Q3523270,The Walt Disney Company,The Walt Disney Company,,,
http://www.wikidata.org/entity/Q3523716,,,,,
http://www.wikidata.org/entity/Q3523825,,,,,
http://www.wikidata.org/entity/Q3526202,,,,,
http://www.wikidata.org/entity/Q3526589,,Almaz-Antey,,,
http://www.wikidata.org/entity/Q3528278,,,,,
http://www.wikidata.org/entity/Q3528422,,,,,
http://www.wikidata.org/entity/Q3529196,,,,,
http://www.wikidata.org/entity/Q3529277,,,,,
http://www.wikidata.org/entity/Q3529972,,,,,
http://www.wikidata.org/entity/Q3530909,,TransUnion,,,
http://www.wikidata.org/entity/Q3531626,,,,,
http://www.wikidata.org/entity/Q3532356,,,,,
http://www.wikidata.org/entity/Q3532769,,,,,
http://www.wikidata.org/entity/Q3534309,,,,,
http://www.wikidata.org/entity/Q3535226,,,,,
http://www.wikidata.org/entity/Q3535793,,,,,
http://www.wikidata.org/entity/Q3537414,,,,,
http://www.wikidata.org/entity/Q3537471,,,,,
http://www.wikidata.org/entity/Q3537771,,,,,
http://www.wikidata.org/entity/Q3538018,RATP Dev,RATP Dev,,,
http://www.wikidata.org/entity/Q3538046,TotalEnergies,,,,
http://www.wikidata.org/entity/Q3538087,,,,,
http://www.wikidata.org/entity/Q3538765,Decathlon,,,,
http://www.wikidata.org/entity/Q3539115,Arriva,,,,
http://www.wikidata.org/entity/Q3539134,,,,,Autostar
http://www.wikidata.org/entity/Q3540193,,,,,
http://www.wikidata.org/entity/Q3540993,,,,,
http://www.wikidata.org/entity/Q3541422,,,,,
http://www.wikidata.org/entity/Q3541981,,,,,
http://www.wikidata.org/entity/Q3542259,,Rolls-Royce,,,
http://www.wikidata.org/entity/Q3542459,,,,,
http://www.wikidata.org/entity/Q3546460,,,,,
http://www.wikidata.org/entity/Q3546997,,,,,
http://www.wikidata.org/entity/Q3547051,,Fiat S.p.A.,,,
http://www.wikidata.org/entity/Q3547541,,,,,
http://www.wikidata.org/entity/Q3547595,Bulkypix,Bulkypix,,,
http://www.wikidata.org/entity/Q3548180,,,,,
http://www.wikidata.org/entity/Q3549920,,,,,
http://www.wikidata.org/entity/Q3550119,,,,,
http://www.wikidata.org/entity/Q3550281,Attijariwafa Bank,Attijariwafa Bank,,,
http://www.wikidata.org/entity/Q3550294,,,,,
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Virgin Media One
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Virgin Media
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Sport1 (Netherlands)
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Virgin Media Ireland
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,OneLink Communications
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Smallworld Cable
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Virgin Mobile UK
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,VTR
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Virgin Media Business
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,Ziggo Sport Totaal
http://www.wikidata.org/entity/Q571779,,,,Wi-Fi Alliance,VodafoneZiggo
http://www.wikidata.org/entity/Q573278,BlackRock,The Blackstone Group,,,Legoland
http://www.wikidata.org/entity/Q573278,The Blackstone Group,The Blackstone Group,,,Legoland
http://www.wikidata.org/entity/Q573278,CVC Capital Partners,The Blackstone Group,,,Legoland
http://www.wikidata.org/entity/Q573278,Kirkbi,The Blackstone Group,,,Legoland
http://www.wikidata.org/entity/Q573333,,,,,
http://www.wikidata.org/entity/Q573356,Amer Sports,,,,
http://www.wikidata.org/entity/Q573356,Bourrelier Group,,,,
http://www.wikidata.org/entity/Q573713,,,,,Shaba North
http://www.wikidata.org/entity/Q573957,Berkshire Hathaway,Berkshire Hathaway,,Gesamtverband der Deutschen Versicherungswirtschaft,
http://www.wikidata.org/entity/Q574425,,,,,
http://www.wikidata.org/entity/Q574462,,,,,
http://www.wikidata.org/entity/Q2032942,,,,,
http://www.wikidata.org/entity/Q2033642,Volvo,Volvo,,,
http://www.wikidata.org/entity/Q2035424,Federal Agency for State Property Management,,,,
http://www.wikidata.org/entity/Q1416676,,,,,
http://www.wikidata.org/entity/Q1416764,,,,,
http://www.wikidata.org/entity/Q1416929,,,,,
http://www.wikidata.org/entity/Q1417185,,,,European Network of Transmission System Operators for Electricity,
http://www.wikidata.org/entity/Q1417227,,Samruk-Kazyna,,,
http://www.wikidata.org/entity/Q1417245,,,,,
http://www.wikidata.org/entity/Q1417457,,,,,
http://www.wikidata.org/entity/Q1417484,DuPont,DuPont,,,
http://www.wikidata.org/entity/Q1417484,DuPont,Corteva Agriscience,,,
http://www.wikidata.org/entity/Q1418662,,,,,
http://www.wikidata.org/entity/Q1418936,,,,,
http://www.wikidata.org/entity/Q1418943,,,,,
http://www.wikidata.org/entity/Q1419248,,,S&P 500,,
http://www.wikidata.org/entity/Q1419446,,,,,
http://www.wikidata.org/entity/Q1419453,,,IBEX 35,,
http://www.wikidata.org/entity/Q1419754,,,,,
http://www.wikidata.org/entity/Q1420164,América Móvil,América Móvil,,Wi-Fi Alliance,
http://www.wikidata.org/entity/Q1420307,,,,,
http://www.wikidata.org/entity/Q1420513,,,S&P 500,,
http://www.wikidata.org/entity/Q1421423,,,,,
http://www.wikidata.org/entity/Q1421630,,,,,
http://www.wikidata.org/entity/Q1422481,,,,,
http://www.wikidata.org/entity/Q1422775,,,,,
http://www.wikidata.org/entity/Q1423006,,,,,
http://www.wikidata.org/entity/Q1423176,,Mitsubishi Group,,,
http://www.wikidata.org/entity/Q1423217,CNH Industrial,CNH Industrial,,,
http://www.wikidata.org/entity/Q1423218,,,,,
http://www.wikidata.org/entity/Q1423707,,,,MyData Global,
http://www.wikidata.org/entity/Q1423789,Koei Tecmo Holdings,Koei Tecmo Holdings,,,
http://www.wikidata.org/entity/Q1423812,,,,,
http://www.wikidata.org/entity/Q1424122,,,,,
http://www.wikidata.org/entity/Q1424786,Kingdom Holding Company,,,,
http://www.wikidata.org/entity/Q1424786,Cascade Investment,,,,
http://www.wikidata.org/entity/Q1424786,Isadore Sharp,,,,
http://www.wikidata.org/entity/Q1424852,,,,,
http://www.wikidata.org/entity/Q1424984,,,,,
http://www.wikidata.org/entity/Q1425316,,,S&P 500,,
http://www.wikidata.org/entity/Q1425519,,Pentland Group,,,
http://www.wikidata.org/entity/Q1425548,Centre for the Development of Industrial Technology,,,,
http://www.wikidata.org/entity/Q1425548,Sociedad Estatal de Participaciones Industriales,,,,
http://www.wikidata.org/entity/Q1425548,Red Eléctrica de España,,,,
http://www.wikidata.org/entity/Q1425561,,,,,
http://www.wikidata.org/entity/Q1425751,,,,,
http://www.wikidata.org/entity/Q1426524,,,,,
http://www.wikidata.org/entity/Q1426765,Iveco,Iveco,,,
http://www.wikidata.org/entity/Q1426875,,,,,
http://www.wikidata.org/entity/Q1427034,Transdev,,,,
http://www.wikidata.org/entity/Q1427312,,,,,
http://www.wikidata.org/entity/Q1427623,,,,,
http://www.wikidata.org/entity/Q1428298,,,,Zweirad-Industrie-Verband,
http://www.wikidata.org/entity/Q1428343,,,,,
http://www.wikidata.org/entity/Q1428592,,,,,
http://www.wikidata.org/entity/Q1428656,,Telefônica Brasil,,,
http://www.wikidata.org/entity/Q643353,,Svyazinvest,,,
http://www.wikidata.org/entity/Q643626,,,S&P 500,,
http://www.wikidata.org/entity/Q643674,,,S&P 500,,Alfa Aesar
http://www.wikidata.org/entity/Q644259,,,,,Alba
http://www.wikidata.org/entity/Q644259,,,,,Bush
http://www.wikidata.org/entity/Q644324,Switzerland,,Swiss Market Index,Linux Foundation,Fastweb
http://www.wikidata.org/entity/Q644324,Switzerland,,Swiss Market Index,Linux Foundation,Mont Pèlerin TV Tower
http://www.wikidata.org/entity/Q644324,Switzerland,,Swiss Market Index,Linux Foundation,Billag
http://www.wikidata.org/entity/Q644324,Switzerland,,Swiss Market Index,Linux Foundation,Q56447221
http://www.wikidata.org/entity/Q644625,Heineken,,,,Eisenbahn
http://www.wikidata.org/entity/Q644625,Heineken,,,,Baden Baden
http://www.wikidata.org/entity/Q644625,Heineken,,,,Devassa by Playboy
http://www.wikidata.org/entity/Q2162714,,,,,
http://www.wikidata.org/entity/Q2164606,,,,,
http://www.wikidata.org/entity/Q499194,Lee Seo-hyeon,,Samsung,,Samsung Electronics
http://www.wikidata.org/entity/Q499194,Lee Seo-hyeon,,Samsung,,Samsung Life Insurance
http://www.wikidata.org/entity/Q499194,Lee Seo-hyeon,,Samsung,,Samsung Engineering
http://www.wikidata.org/entity/Q499194,Lee Seo-hyeon,,Samsung,,Cheil Worldwide
http://www.wikidata.org/entity/Q499194,Lee Seo-hyeon,,Samsung,,Samsung SDS
http://www.wikidata.org/entity/Q499194,Lee Seo-hyeon,,Samsung,,Samsung Biologics
http://www.wikidata.org/entity/Q499342,Swisscom,Swisscom,,Wi-Fi Alliance,
http://www.wikidata.org/entity/Q499362,,,,,
http://www.wikidata.org/entity/Q2266483,Avast Software,Avast Software,,,
http://www.wikidata.org/entity/Q2267255,,,,,
http://www.wikidata.org/entity/Q2268974,,,,,
http://www.wikidata.org/entity/Q2271469,,,,,
http://www.wikidata.org/entity/Q2271894,Stellantis,Fiat Chrysler Automobiles,,,
http://www.wikidata.org/entity/Q2274089,,,S&P 500,,"Wynn Macau, Limited"
http://www.wikidata.org/entity/Q2274089,,,NASDAQ-100,,"Wynn Macau, Limited"
http://www.wikidata.org/entity/Q2277724,,,,,
http://www.wikidata.org/entity/Q2278607,,,,,
http://www.wikidata.org/entity/Q2279155,,Federal Agency for State Property Management,,,
http://www.wikidata.org/entity/Q2280597,,A1 Telekom Austria Group,,,
http://www.wikidata.org/entity/Q2281475,,,,,
http://www.wikidata.org/entity/Q2283286,,,,,
http://www.wikidata.org/entity/Q2284263,,,,,
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,120 Wall Street
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,30 Park Place
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,7 World Trade Center
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,Americas Tower
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,Three World Trade Center
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,Equitable Building
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,Four World Trade Center
http://www.wikidata.org/entity/Q2286590,Larry Silverstein,,,,Silver Towers
http://www.wikidata.org/entity/Q2286599,,Royal Caribbean Group,,,
http://www.wikidata.org/entity/Q2286963,,,,,
http://www.wikidata.org/entity/Q2287759,,,S&P 500,,Roosevelt Field
http://www.wikidata.org/entity/Q2287759,,,S&P 500,,Potomac Mills
http://www.wikidata.org/entity/Q2288463,Telenor,VEON,,,
http://www.wikidata.org/entity/Q2288463,VEON,VEON,,,
http://www.wikidata.org/entity/Q2288792,,,,,
http://www.wikidata.org/entity/Q2288948,,,,,
http://www.wikidata.org/entity/Q2289718,,,,,
http://www.wikidata.org/entity/Q2289932,,,,,
http://www.wikidata.org/entity/Q2290010,,,,,
http://www.wikidata.org/entity/Q2293846,,,,,
http://www.wikidata.org/entity/Q2295003,,,TecDAX,,
http://www.wikidata.org/entity/Q2295606,,,,,
http://www.wikidata.org/entity/Q2296078,,,,,
http://www.wikidata.org/entity/Q2296809,,,,,
http://www.wikidata.org/entity/Q2297031,,,,,
http://www.wikidata.org/entity/Q2297063,,,S&P 500,Business Software Alliance,
http://www.wikidata.org/entity/Q2297063,,,S&P 500,SD Association,
http://www.wikidata.org/entity/Q2297072,,Safran,,,
http://www.wikidata.org/entity/Q2297099,,,,,
http://www.wikidata.org/entity/Q2297967,,,,,
http://www.wikidata.org/entity/Q2298302,,Barilla Group,,,
http://www.wikidata.org/entity/Q2298492,Bpifrance,,,,
http://www.wikidata.org/entity/Q2298901,Rosneft,Rosneft,,,
http://www.wikidata.org/entity/Q2298963,,,,,
http://www.wikidata.org/entity/Q2299611,,,,Internet Association,
http://www.wikidata.org/entity/Q2299746,,,,Zigbee Alliance,
http://www.wikidata.org/entity/Q2299746,,,,Matter,
http://www.wikidata.org/entity/Q2299928,,Rostec,,,
http://www.wikidata.org/entity/Q2299942,Morocco,Emirates Telecommunications Corporation,,,
http://www.wikidata.org/entity/Q2299942,Emirates Telecommunications Corporation,Emirates Telecommunications Corporation,,,
http://www.wikidata.org/entity/Q2300228,,,,,
http://www.wikidata.org/entity/Q2300422,Orange,Orange,,,
http://www.wikidata.org/entity/Q2300433,Q42794743,Q3072489,,,
http://www.wikidata.org/entity/Q2300468,Stellantis Italy,Fiat Chrysler Automobiles,,,
http://www.wikidata.org/entity/Q2301315,,,,,
http://www.wikidata.org/entity/Q2303478,,,S&P 500,Linux Foundation,
http://www.wikidata.org/entity/Q2303478,,,NASDAQ-100,Linux Foundation,
http://www.wikidata.org/entity/Q2303478,,,S&P 500,SD Association,
http://www.wikidata.org/entity/Q2303478,,,NASDAQ-100,SD Association,
http://www.wikidata.org/entity/Q2304362,,,,,
http://www.wikidata.org/entity/Q2304693,,,S&P 500,,
http://www.wikidata.org/entity/Q2306052,,,,,
http://www.wikidata.org/entity/Q2306069,Amsterdam,,,,Surinam
http://www.wikidata.org/entity/Q2306069,Cornelis van Aerssen van Sommelsdijck,,,,Surinam
http://www.wikidata.org/entity/Q2306069,Tweede Geoctroyeerde West-Indische compagnie,,,,Surinam
http://www.wikidata.org/entity/Q2306569,,,,,
http://www.wikidata.org/entity/Q2307257,Legrand,Legrand,,,
http://www.wikidata.org/entity/Q2308180,,,,,
http://www.wikidata.org/entity/Q2308517,,,,,
http://www.wikidata.org/entity/Q2308749,,,,,
http://www.wikidata.org/entity/Q2310717,,,,,
http://www.wikidata.org/entity/Q2311237,,,,,
http://www.wikidata.org/entity/Q2311262,Électricité de France,Électricité de France,,,
http://www.wikidata.org/entity/Q2311854,,,,,
http://www.wikidata.org/entity/Q2312239,,,,,
http://www.wikidata.org/entity/Q2313602,,,,,
http://www.wikidata.org/entity/Q2319810,,Abbott Laboratories,,,
http://www.wikidata.org/entity/Q2324155,,,,,
http://www.wikidata.org/entity/Q2328441,,,,,
http://www.wikidata.org/entity/Q2328543,,,,Verband kommunaler Unternehmen,
http://www.wikidata.org/entity/Q2329918,,,,,
http://www.wikidata.org/entity/Q2330250,,,,,
http://www.wikidata.org/entity/Q2330677,,,,,
http://www.wikidata.org/entity/Q2330682,,,,,
http://www.wikidata.org/entity/Q2331909,,,,,
http://www.wikidata.org/entity/Q2333601,,,,,
http://www.wikidata.org/entity/Q2335199,,,,,
http://www.wikidata.org/entity/Q2336459,,,,,
http://www.wikidata.org/entity/Q2338087,,,,,
http://www.wikidata.org/entity/Q2339113,,,Natur-Aktien-Index,,
http://www.wikidata.org/entity/Q2339375,,,,,
http://www.wikidata.org/entity/Q2340213,,,,,
http://www.wikidata.org/entity/Q2340292,The Walt Disney Company,The Walt Disney Company,,,
http://www.wikidata.org/entity/Q2341592,,,,,
http://www.wikidata.org/entity/Q2341787,Paulson & Co.,,,,
http://www.wikidata.org/entity/Q2342393,,,,,
http://www.wikidata.org/entity/Q499812,Generali Italia,Generali Italia,,,
http://www.wikidata.org/entity/Q501376,,,,Wi-Fi Alliance,
http://www.wikidata.org/entity/Q501376,,,,SD Association,
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Tiger Electronics
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Discovery Family
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Avalon Hill
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,My Little Pony
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Wizards of the Coast
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Parker Brothers
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Tonka
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Kenner Products
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Nerf
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Milton Bradley Company
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Rom
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Littlest Pet Shop
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Allspark
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Zbots
http://www.wikidata.org/entity/Q501476,Alan G. Hassenfeld,,S&P 500,,Playskool
http://www.wikidata.org/entity/Q501605,,,,,
http://www.wikidata.org/entity/Q501956,,Q20850725,,,
http://www.wikidata.org/entity/Q1238842,,,,,
http://www.wikidata.org/entity/Q1239177,,,,,
http://www.wikidata.org/entity/Q1239347,Xavier Niel,,,,
http://www.wikidata.org/entity/Q1241260,Goldman Sachs,,,,Borkum Riffgrund Offshore Wind Farms
http://www.wikidata.org/entity/Q1241260,Capital Group Companies,,,,Borkum Riffgrund Offshore Wind Farms
