business,ownedbyLabel,parentorgLabel,partofLabel,memberofLabel
http://www.wikidata.org/entity/Q4827595,,,,
http://www.wikidata.org/entity/Q4827724,,,,
http://www.wikidata.org/entity/Q4828605,,,,
http://www.wikidata.org/entity/Q4828825,,,,
http://www.wikidata.org/entity/Q4828988,,,,
http://www.wikidata.org/entity/Q4829076,,,,
http://www.wikidata.org/entity/Q4829127,,,,
http://www.wikidata.org/entity/Q4829573,,,,
http://www.wikidata.org/entity/Q4830196,,,,
http://www.wikidata.org/entity/Q4830442,,,,
http://www.wikidata.org/entity/Q4832257,,,,
http://www.wikidata.org/entity/Q4833115,,,,
http://www.wikidata.org/entity/Q4833850,,,,
http://www.wikidata.org/entity/Q4834739,,,,
http://www.wikidata.org/entity/Q4835506,Rockwell Collins,,,
http://www.wikidata.org/entity/Q4835545,,,,
http://www.wikidata.org/entity/Q4835755,,,,
http://www.wikidata.org/entity/Q4836131,,,,
http://www.wikidata.org/entity/Q4836297,,,,
http://www.wikidata.org/entity/Q4836468,Petrobras,,,
http://www.wikidata.org/entity/Q4836852,,,,
http://www.wikidata.org/entity/Q4836857,,,,
http://www.wikidata.org/entity/Q4836865,,,,
http://www.wikidata.org/entity/Q4836868,,,,
http://www.wikidata.org/entity/Q7802889,,,,
http://www.wikidata.org/entity/Q7808537,,,,
http://www.wikidata.org/entity/Q7808625,,Salesforce.com,,Business Software Alliance
http://www.wikidata.org/entity/Q7809764,,,,
http://www.wikidata.org/entity/Q7809768,,,,
http://www.wikidata.org/entity/Q7809776,,,,
http://www.wikidata.org/entity/Q7809840,,,,
http://www.wikidata.org/entity/Q7811386,,,,
http://www.wikidata.org/entity/Q7813017,,,,
http://www.wikidata.org/entity/Q7814310,,,,
http://www.wikidata.org/entity/Q7814685,,,,
http://www.wikidata.org/entity/Q7821083,,,,
http://www.wikidata.org/entity/Q7821114,,,,
http://www.wikidata.org/entity/Q7824332,,,,
http://www.wikidata.org/entity/Q7824943,,,,
http://www.wikidata.org/entity/Q7825574,,,S&P 500,
http://www.wikidata.org/entity/Q7829092,,,,
http://www.wikidata.org/entity/Q7829632,,,,
http://www.wikidata.org/entity/Q7829730,,,,
http://www.wikidata.org/entity/Q7830012,,,,
http://www.wikidata.org/entity/Q7830116,The Hong Kong and China Gas Company Limited,,,
http://www.wikidata.org/entity/Q7830269,Oaktree Capital Management,,,
http://www.wikidata.org/entity/Q7830633,,,,
http://www.wikidata.org/entity/Q7830642,,,,
http://www.wikidata.org/entity/Q7830755,,,,
http://www.wikidata.org/entity/Q7831552,,,,
http://www.wikidata.org/entity/Q7833612,,,S&P 500,
http://www.wikidata.org/entity/Q7833614,,,,
http://www.wikidata.org/entity/Q7833697,,,,
http://www.wikidata.org/entity/Q7834044,,Ferrovial,,
http://www.wikidata.org/entity/Q7834879,,,,
http://www.wikidata.org/entity/Q7835384,,,,
http://www.wikidata.org/entity/Q7835892,,,,
http://www.wikidata.org/entity/Q7835895,,,,
http://www.wikidata.org/entity/Q7836120,,,,
http://www.wikidata.org/entity/Q7836817,,,,
http://www.wikidata.org/entity/Q7837478,,,,
http://www.wikidata.org/entity/Q7838954,,,,
http://www.wikidata.org/entity/Q7839814,,,,
http://www.wikidata.org/entity/Q7840302,,,,
http://www.wikidata.org/entity/Q7840582,,,,
http://www.wikidata.org/entity/Q7842385,,,,
http://www.wikidata.org/entity/Q7842860,,,,
http://www.wikidata.org/entity/Q7843323,,,,
http://www.wikidata.org/entity/Q7847126,,,,
http://www.wikidata.org/entity/Q7847309,,,,
http://www.wikidata.org/entity/Q7847653,,Zillow,,
http://www.wikidata.org/entity/Q7848008,,,,
http://www.wikidata.org/entity/Q7848087,,,,
http://www.wikidata.org/entity/Q7849670,Sino Group,,,
http://www.wikidata.org/entity/Q7850018,,,,
http://www.wikidata.org/entity/Q7850758,,,,
http://www.wikidata.org/entity/Q7851426,,,,
http://www.wikidata.org/entity/Q7856196,,,,
http://www.wikidata.org/entity/Q7856379,,,,
http://www.wikidata.org/entity/Q7856538,,,,
http://www.wikidata.org/entity/Q7856971,,,,
http://www.wikidata.org/entity/Q7857512,,,,
http://www.wikidata.org/entity/Q7858039,,,,Business Software Alliance
http://www.wikidata.org/entity/Q7858039,,,,Internet Association
http://www.wikidata.org/entity/Q7858146,,,,
http://www.wikidata.org/entity/Q7861540,,,,
http://www.wikidata.org/entity/Q7862923,,,,
http://www.wikidata.org/entity/Q7863740,,,,
http://www.wikidata.org/entity/Q7863806,,,,
http://www.wikidata.org/entity/Q7863870,,,,
http://www.wikidata.org/entity/Q7864706,,,,
http://www.wikidata.org/entity/Q7865088,,,,
http://www.wikidata.org/entity/Q7865844,,,,
http://www.wikidata.org/entity/Q7875835,,,,
http://www.wikidata.org/entity/Q7876045,,,,Wi-Fi Alliance
http://www.wikidata.org/entity/Q7876052,News Corp,,,
http://www.wikidata.org/entity/Q7876533,,,,Wi-Fi Alliance
http://www.wikidata.org/entity/Q7880076,,,S&P 500,
http://www.wikidata.org/entity/Q7880076,,,NASDAQ-100,
http://www.wikidata.org/entity/Q7880250,,,,
http://www.wikidata.org/entity/Q7880419,,,,
http://www.wikidata.org/entity/Q7880445,,,,
http://www.wikidata.org/entity/Q7880628,,,,
http://www.wikidata.org/entity/Q7881772,,,,
http://www.wikidata.org/entity/Q7882701,,,,
http://www.wikidata.org/entity/Q7884614,,,,
http://www.wikidata.org/entity/Q7884645,,,,
http://www.wikidata.org/entity/Q7884714,,,,
http://www.wikidata.org/entity/Q7885165,,,,
http://www.wikidata.org/entity/Q7885208,,Unilever,,
http://www.wikidata.org/entity/Q7885210,,,,
http://www.wikidata.org/entity/Q7885706,,,,
http://www.wikidata.org/entity/Q7887635,,,,
http://www.wikidata.org/entity/Q7887664,,,,
http://www.wikidata.org/entity/Q7887718,,,,
http://www.wikidata.org/entity/Q7888979,,,Natur-Aktien-Index,
http://www.wikidata.org/entity/Q7889101,,,S&P 500,
http://www.wikidata.org/entity/Q7893563,,,,
http://www.wikidata.org/entity/Q7893684,,,,
http://www.wikidata.org/entity/Q7893879,,,,
http://www.wikidata.org/entity/Q7893929,,,,
http://www.wikidata.org/entity/Q7893954,,,,
http://www.wikidata.org/entity/Q7893967,,,S&P 500,
http://www.wikidata.org/entity/Q7894082,,,,
http://www.wikidata.org/entity/Q2144525,Discovery Inc.,,,
http://www.wikidata.org/entity/Q2145077,,,,Linux Foundation
http://www.wikidata.org/entity/Q2145084,,,,
http://www.wikidata.org/entity/Q2149397,,,,
http://www.wikidata.org/entity/Q2157448,,,S&P 500,
http://www.wikidata.org/entity/Q2162158,,,,
http://www.wikidata.org/entity/Q2162467,,,,
http://www.wikidata.org/entity/Q2162597,,,,
http://www.wikidata.org/entity/Q2167923,,,,
http://www.wikidata.org/entity/Q2171646,,,,
http://www.wikidata.org/entity/Q2178198,,,,
http://www.wikidata.org/entity/Q2202774,,,,
http://www.wikidata.org/entity/Q2204473,,,ÖkoDAX,
http://www.wikidata.org/entity/Q2204758,,,,
http://www.wikidata.org/entity/Q2205753,,,FTSE 100 Index,
http://www.wikidata.org/entity/Q2205859,,,,
http://www.wikidata.org/entity/Q2205903,,,,
http://www.wikidata.org/entity/Q2206148,,,,
http://www.wikidata.org/entity/Q2206415,,,CDAX,
http://www.wikidata.org/entity/Q2207183,,,CDAX,
http://www.wikidata.org/entity/Q2207539,,,,
http://www.wikidata.org/entity/Q2207629,,,,
http://www.wikidata.org/entity/Q2207658,,,,
http://www.wikidata.org/entity/Q2208172,,,,
http://www.wikidata.org/entity/Q2208825,ARMZ Uranium Holding,ARMZ Uranium Holding,,
http://www.wikidata.org/entity/Q2212457,,Saint-Gobain,CDAX,
http://www.wikidata.org/entity/Q2213203,,Eni,,
http://www.wikidata.org/entity/Q2214105,SoftBank,SoftBank,Bridge Alliance,
http://www.wikidata.org/entity/Q2216770,,,,Petroleum Association of Japan
http://www.wikidata.org/entity/Q2223399,,,,
http://www.wikidata.org/entity/Q2227422,Anshan Iron & Steel Group Corporation,,,
http://www.wikidata.org/entity/Q2228136,,,,
http://www.wikidata.org/entity/Q2236141,,,SMIM,
http://www.wikidata.org/entity/Q2241604,,,OMX Copenhagen 20,
http://www.wikidata.org/entity/Q2244758,,,,
http://www.wikidata.org/entity/Q2245034,,,,
http://www.wikidata.org/entity/Q2245513,,,,
http://www.wikidata.org/entity/Q2248502,,,,
http://www.wikidata.org/entity/Q2251127,,,,
http://www.wikidata.org/entity/Q2251623,,,,
http://www.wikidata.org/entity/Q2251824,,,CDAX,
http://www.wikidata.org/entity/Q2255818,,,,
http://www.wikidata.org/entity/Q2262325,,,,
http://www.wikidata.org/entity/Q2264039,,,,
http://www.wikidata.org/entity/Q2264056,,,SDAX,Federal Association of the German Security and Defence Industry
http://www.wikidata.org/entity/Q2264056,,,CDAX,Federal Association of the German Security and Defence Industry
http://www.wikidata.org/entity/Q2271746,,,,
http://www.wikidata.org/entity/Q2274089,,,S&P 500,
http://www.wikidata.org/entity/Q2274089,,,NASDAQ-100,
http://www.wikidata.org/entity/Q2274161,,,,
http://www.wikidata.org/entity/Q2274634,Atlantia,,,International Union of Railways
http://www.wikidata.org/entity/Q2274634,Eiffage,,,International Union of Railways
http://www.wikidata.org/entity/Q2274634,The Children's Investment Fund Management,,,International Union of Railways
http://www.wikidata.org/entity/Q2274634,Atlantia,,,i-Trans cluster for railways and urban transport
http://www.wikidata.org/entity/Q2274634,Eiffage,,,i-Trans cluster for railways and urban transport
http://www.wikidata.org/entity/Q2274634,The Children's Investment Fund Management,,,i-Trans cluster for railways and urban transport
http://www.wikidata.org/entity/Q2276136,,,,
http://www.wikidata.org/entity/Q2278984,,,,
http://www.wikidata.org/entity/Q2280659,,,,
http://www.wikidata.org/entity/Q2285090,FAW Group,,,
http://www.wikidata.org/entity/Q2286044,,,,Wi-Fi Alliance
http://www.wikidata.org/entity/Q2286044,,,,SD Association
http://www.wikidata.org/entity/Q2286044,,,,Zigbee Alliance
http://www.wikidata.org/entity/Q2287759,,,S&P 500,
http://www.wikidata.org/entity/Q2287983,,,CDAX,
http://www.wikidata.org/entity/Q2288792,,,,
http://www.wikidata.org/entity/Q2289460,,Accenture,CDAX,
http://www.wikidata.org/entity/Q2295406,,,FTSE 100 Index,
http://www.wikidata.org/entity/Q2297063,,,S&P 500,Business Software Alliance
http://www.wikidata.org/entity/Q2297063,,,S&P 500,SD Association
http://www.wikidata.org/entity/Q2297536,,,CDAX,
http://www.wikidata.org/entity/Q2297569,,,,
http://www.wikidata.org/entity/Q2298319,,,ÖkoDAX,
http://www.wikidata.org/entity/Q2298319,,,CDAX,
http://www.wikidata.org/entity/Q2298449,,,,
http://www.wikidata.org/entity/Q2298492,Bpifrance,,,
http://www.wikidata.org/entity/Q2298901,Rosneft,Rosneft,,
http://www.wikidata.org/entity/Q2298950,,,,
http://www.wikidata.org/entity/Q2299611,,,,Internet Association
http://www.wikidata.org/entity/Q2300228,,,,
http://www.wikidata.org/entity/Q2300605,,,,
http://www.wikidata.org/entity/Q2300847,Sonae,,,
http://www.wikidata.org/entity/Q2303478,,,S&P 500,Linux Foundation
http://www.wikidata.org/entity/Q2303478,,,NASDAQ-100,Linux Foundation
http://www.wikidata.org/entity/Q2303478,,,S&P 500,SD Association
http://www.wikidata.org/entity/Q2303478,,,NASDAQ-100,SD Association
http://www.wikidata.org/entity/Q2304693,,,S&P 500,
http://www.wikidata.org/entity/Q2305438,Government of Indonesia,,,
http://www.wikidata.org/entity/Q2308442,,,,
http://www.wikidata.org/entity/Q2308517,,,,
http://www.wikidata.org/entity/Q2310500,,,,
http://www.wikidata.org/entity/Q2319810,,Abbott Laboratories,,
http://www.wikidata.org/entity/Q2325499,,,SDAX,
http://www.wikidata.org/entity/Q2328630,,,,
http://www.wikidata.org/entity/Q2329266,,,,
http://www.wikidata.org/entity/Q2330976,,,,
http://www.wikidata.org/entity/Q2331913,,,,
http://www.wikidata.org/entity/Q2335199,,,,
http://www.wikidata.org/entity/Q2340904,,,SDAX,
http://www.wikidata.org/entity/Q2340904,,,MDAX,
http://www.wikidata.org/entity/Q7902174,,Central Institute of Labour,,
http://www.wikidata.org/entity/Q7906620,,,,
http://www.wikidata.org/entity/Q7907373,,,,
http://www.wikidata.org/entity/Q7907548,,,,
http://www.wikidata.org/entity/Q7907666,Madison Dearborn Partners,,,
http://www.wikidata.org/entity/Q7907809,,,,
http://www.wikidata.org/entity/Q7909276,,,,
http://www.wikidata.org/entity/Q7912152,,,,
http://www.wikidata.org/entity/Q7912506,,,,
http://www.wikidata.org/entity/Q7912737,,,,
http://www.wikidata.org/entity/Q7914005,,,,
http://www.wikidata.org/entity/Q7914826,,,,
http://www.wikidata.org/entity/Q7915220,,,,
http://www.wikidata.org/entity/Q7915754,,,,
http://www.wikidata.org/entity/Q7917805,,,,
http://www.wikidata.org/entity/Q7917807,,,,
http://www.wikidata.org/entity/Q7917863,,,,
http://www.wikidata.org/entity/Q7917867,,,,
http://www.wikidata.org/entity/Q7918631,,,,
http://www.wikidata.org/entity/Q7919317,Novo Holdings,,,
http://www.wikidata.org/entity/Q7919317,Lundbeckfond Invest,,,
http://www.wikidata.org/entity/Q7920749,,,,
http://www.wikidata.org/entity/Q7921231,,,,
http://www.wikidata.org/entity/Q7921234,,Pembina Pipeline,,
http://www.wikidata.org/entity/Q7921363,,,,SD Association
http://www.wikidata.org/entity/Q7921370,,,S&P 500,
http://www.wikidata.org/entity/Q7921370,,,NASDAQ-100,
http://www.wikidata.org/entity/Q7921589,,,,
http://www.wikidata.org/entity/Q7922702,Apollo Global Management,,,
http://www.wikidata.org/entity/Q7924358,,,,
http://www.wikidata.org/entity/Q7924444,,,,
http://www.wikidata.org/entity/Q7924549,,GPA,,
http://www.wikidata.org/entity/Q7925565,,,,
http://www.wikidata.org/entity/Q7927590,,,,
http://www.wikidata.org/entity/Q7929000,Group Lala,Group Lala,,
http://www.wikidata.org/entity/Q7931283,,,,
http://www.wikidata.org/entity/Q7932312,,,,
http://www.wikidata.org/entity/Q7933662,,,,
http://www.wikidata.org/entity/Q7934812,,Pennon Group,,
http://www.wikidata.org/entity/Q7934840,,,,
http://www.wikidata.org/entity/Q7934906,,,,
http://www.wikidata.org/entity/Q7935247,,,,
http://www.wikidata.org/entity/Q7936439,,,,
http://www.wikidata.org/entity/Q7936709,,,,
http://www.wikidata.org/entity/Q7937048,,,,
http://www.wikidata.org/entity/Q7937913,,,,
http://www.wikidata.org/entity/Q7937957,,,,
http://www.wikidata.org/entity/Q7938030,,,,
http://www.wikidata.org/entity/Q7939183,,,,
http://www.wikidata.org/entity/Q7939276,,,,
http://www.wikidata.org/entity/Q7942046,,,,
http://www.wikidata.org/entity/Q7943131,,,,
http://www.wikidata.org/entity/Q7943446,,,,
http://www.wikidata.org/entity/Q7943726,Intel,,,
http://www.wikidata.org/entity/Q7945867,,,,
http://www.wikidata.org/entity/Q7946278,,,,
http://www.wikidata.org/entity/Q7946626,,,,
http://www.wikidata.org/entity/Q7949044,,,,
http://www.wikidata.org/entity/Q7953597,,,,
http://www.wikidata.org/entity/Q7954203,,,,
http://www.wikidata.org/entity/Q7955609,,,,
http://www.wikidata.org/entity/Q7958645,,,,
http://www.wikidata.org/entity/Q7958965,,,,
http://www.wikidata.org/entity/Q7960224,Eastern Bank,,,
http://www.wikidata.org/entity/Q7964770,,,,
http://www.wikidata.org/entity/Q7968118,Want Want,,,
http://www.wikidata.org/entity/Q7969661,,,,
http://www.wikidata.org/entity/Q7969801,,Pfizer,,
http://www.wikidata.org/entity/Q7971859,,,,
http://www.wikidata.org/entity/Q7971876,,,,
http://www.wikidata.org/entity/Q7972685,,,,
http://www.wikidata.org/entity/Q7972797,,,,
http://www.wikidata.org/entity/Q7974766,,,,
http://www.wikidata.org/entity/Q7978418,,,,
http://www.wikidata.org/entity/Q7978457,,,,
http://www.wikidata.org/entity/Q7978791,,,,
http://www.wikidata.org/entity/Q7978891,,,,
http://www.wikidata.org/entity/Q7979721,Ting Hsin International Group,,,
http://www.wikidata.org/entity/Q7979834,,,,
http://www.wikidata.org/entity/Q7980370,,,,
http://www.wikidata.org/entity/Q7981065,,,,
http://www.wikidata.org/entity/Q7983116,,,,
http://www.wikidata.org/entity/Q7983382,,,,
http://www.wikidata.org/entity/Q7983629,,,,
http://www.wikidata.org/entity/Q7983798,,,,
http://www.wikidata.org/entity/Q7984769,,,,
http://www.wikidata.org/entity/Q7984882,,,,
http://www.wikidata.org/entity/Q7985852,,,,
http://www.wikidata.org/entity/Q7987101,,,,
http://www.wikidata.org/entity/Q7987107,,,S&P 500,
http://www.wikidata.org/entity/Q7987345,,,,
http://www.wikidata.org/entity/Q7987645,,Kistefos,,
http://www.wikidata.org/entity/Q7988215,,,,
http://www.wikidata.org/entity/Q7989598,,,,
http://www.wikidata.org/entity/Q7989663,,,,
http://www.wikidata.org/entity/Q7995089,,,,
http://www.wikidata.org/entity/Q7998742,,,,
http://www.wikidata.org/entity/Q8003328,,,,
http://www.wikidata.org/entity/Q8003525,,,,
http://www.wikidata.org/entity/Q8007810,Alibaba Group,,,
http://www.wikidata.org/entity/Q806761,,M. M. Warburg & Co.,,
http://www.wikidata.org/entity/Q806807,,,,
http://www.wikidata.org/entity/Q806808,,,,
http://www.wikidata.org/entity/Q806914,,,,
http://www.wikidata.org/entity/Q807964,,,,Wi-Fi Alliance
http://www.wikidata.org/entity/Q808908,,,,
http://www.wikidata.org/entity/Q809018,Zurich Cantonal Bank,,SMIM,
http://www.wikidata.org/entity/Q809018,The Vanguard Group,,SMIM,
http://www.wikidata.org/entity/Q809018,Fidelity Investments,,SMIM,
http://www.wikidata.org/entity/Q809018,Jacobs Holding,,SMIM,
http://www.wikidata.org/entity/Q809018,Norges Bank Investment Management,,SMIM,
http://www.wikidata.org/entity/Q810387,,,CDAX,SD Association
http://www.wikidata.org/entity/Q811992,,,,
http://www.wikidata.org/entity/Q812002,Arbejdsmarkedets Tillægspension,,,
http://www.wikidata.org/entity/Q812095,,,,
http://www.wikidata.org/entity/Q812142,Bayer,,DAX,
http://www.wikidata.org/entity/Q812142,BlackRock,,DAX,
http://www.wikidata.org/entity/Q812142,Norges Bank,,DAX,
http://www.wikidata.org/entity/Q812142,Bayer,,MDAX,
http://www.wikidata.org/entity/Q812142,BlackRock,,MDAX,
http://www.wikidata.org/entity/Q812142,Norges Bank,,MDAX,
http://www.wikidata.org/entity/Q812142,Bayer,,CDAX,
http://www.wikidata.org/entity/Q812142,BlackRock,,CDAX,
http://www.wikidata.org/entity/Q812142,Norges Bank,,CDAX,
http://www.wikidata.org/entity/Q812142,Bayer,,DivDAX,
http://www.wikidata.org/entity/Q812142,BlackRock,,DivDAX,
http://www.wikidata.org/entity/Q812142,Norges Bank,,DivDAX,
http://www.wikidata.org/entity/Q812142,Bayer,,FTSE Global Equity Index Series,
http://www.wikidata.org/entity/Q812142,BlackRock,,FTSE Global Equity Index Series,
http://www.wikidata.org/entity/Q812142,Norges Bank,,FTSE Global Equity Index Series,
http://www.wikidata.org/entity/Q812142,Bayer,,Stoxx Europe 600 Index,
http://www.wikidata.org/entity/Q812142,BlackRock,,Stoxx Europe 600 Index,
http://www.wikidata.org/entity/Q812142,Norges Bank,,Stoxx Europe 600 Index,
http://www.wikidata.org/entity/Q812651,,,,
http://www.wikidata.org/entity/Q813780,,,S&P 500,
http://www.wikidata.org/entity/Q813782,,,,
http://www.wikidata.org/entity/Q814825,,,,
http://www.wikidata.org/entity/Q815327,,,,
http://www.wikidata.org/entity/Q815609,,,,
http://www.wikidata.org/entity/Q815668,AT&T,AT&T,,
http://www.wikidata.org/entity/Q815685,Coop Switzerland,Coop Switzerland,,
http://www.wikidata.org/entity/Q815690,,Bell Canada,,
http://www.wikidata.org/entity/Q815694,BCE Inc.,,,Linux Foundation
http://www.wikidata.org/entity/Q815847,,,,
http://www.wikidata.org/entity/Q815953,,,,
http://www.wikidata.org/entity/Q816182,,,,
http://www.wikidata.org/entity/Q816379,,,,
http://www.wikidata.org/entity/Q818846,,Novo Holdings,,
http://www.wikidata.org/entity/Q819062,,,SDAX,
http://www.wikidata.org/entity/Q819062,,,CDAX,
http://www.wikidata.org/entity/Q820239,,,,
http://www.wikidata.org/entity/Q820770,,Sinopec,,
http://www.wikidata.org/entity/Q820777,Shanghai Media Group,Shanghai Media Group,,
http://www.wikidata.org/entity/Q820970,,,,
http://www.wikidata.org/entity/Q821058,,,FTSE 100 Index,
http://www.wikidata.org/entity/Q821293,BlackRock,,FTSE 100 Index,
http://www.wikidata.org/entity/Q821293,Aluminum Corporation of China Limited,,FTSE 100 Index,
http://www.wikidata.org/entity/Q822614,Alaska Air Group,Alaska Air Group,,
http://www.wikidata.org/entity/Q823010,,,,
http://www.wikidata.org/entity/Q823303,,,,
http://www.wikidata.org/entity/Q824278,,,,
http://www.wikidata.org/entity/Q824467,,,,
http://www.wikidata.org/entity/Q825291,,,,
http://www.wikidata.org/entity/Q825943,,,S&P 500,
http://www.wikidata.org/entity/Q826526,,,S&P 500,
http://www.wikidata.org/entity/Q826687,,,,
http://www.wikidata.org/entity/Q827477,,,,
http://www.wikidata.org/entity/Q828545,Anheuser-Busch,The Blackstone Group,,
http://www.wikidata.org/entity/Q828545,The Blackstone Group,The Blackstone Group,,
http://www.wikidata.org/entity/Q829961,,,,
http://www.wikidata.org/entity/Q830608,,,,
http://www.wikidata.org/entity/Q830890,,,,
http://www.wikidata.org/entity/Q830947,,,,
http://www.wikidata.org/entity/Q831445,China Petrochemical Corporation,,,
http://www.wikidata.org/entity/Q833217,,,,
http://www.wikidata.org/entity/Q833959,,,CDAX,
http://www.wikidata.org/entity/Q834300,Viessmann,Viessmann,ÖkoDAX,
http://www.wikidata.org/entity/Q834888,,,,
http://www.wikidata.org/entity/Q835145,,Lion Group,,
http://www.wikidata.org/entity/Q835370,,,,
http://www.wikidata.org/entity/Q835386,,Evraz,,
http://www.wikidata.org/entity/Q835456,,,,
http://www.wikidata.org/entity/Q835518,Enel,Enel,,
http://www.wikidata.org/entity/Q836040,,,,
http://www.wikidata.org/entity/Q836569,,,,
http://www.wikidata.org/entity/Q836638,Swire Group,,,
http://www.wikidata.org/entity/Q836658,,,,Hankyu Hanshin Toho Group
http://www.wikidata.org/entity/Q836658,,,,Q10891536
http://www.wikidata.org/entity/Q836658,,,,Japan Private Railway Association
http://www.wikidata.org/entity/Q836696,,,,
http://www.wikidata.org/entity/Q836945,,,,
http://www.wikidata.org/entity/Q837049,,,CAC 40,
http://www.wikidata.org/entity/Q837098,,,,
http://www.wikidata.org/entity/Q837244,,,,
http://www.wikidata.org/entity/Q837533,,,,
http://www.wikidata.org/entity/Q837982,China Railway Guangzhou Group,China Railway Guangzhou Group,,
http://www.wikidata.org/entity/Q838212,,,,
http://www.wikidata.org/entity/Q838553,,,FTSE 100 Index,
http://www.wikidata.org/entity/Q838716,Repsol,,,
http://www.wikidata.org/entity/Q838725,,TDR Capital,,
http://www.wikidata.org/entity/Q6007092,,,,
http://www.wikidata.org/entity/Q6011991,CORFO,,,
http://www.wikidata.org/entity/Q6011991,Ministry of Finance,,,
http://www.wikidata.org/entity/Q6015591,,,S&P 500,
http://www.wikidata.org/entity/Q6016398,,,,
http://www.wikidata.org/entity/Q6019346,,,,
http://www.wikidata.org/entity/Q6020258,,,,
http://www.wikidata.org/entity/Q6024270,,,,
http://www.wikidata.org/entity/Q6025654,Birchwood Omnia Limited,,,
http://www.wikidata.org/entity/Q6028443,,,,
http://www.wikidata.org/entity/Q6029640,,,,
http://www.wikidata.org/entity/Q6029685,,,,Linux Foundation
http://www.wikidata.org/entity/Q6030483,,,,
http://www.wikidata.org/entity/Q6031376,,,,Verband der Anbieter von Telekommunikations- und Mehrwertdiensten
http://www.wikidata.org/entity/Q6031606,,Vinci,,
http://www.wikidata.org/entity/Q6031872,,,,
http://www.wikidata.org/entity/Q6032595,,,,
http://www.wikidata.org/entity/Q6035325,,,,
http://www.wikidata.org/entity/Q6036100,,,,
http://www.wikidata.org/entity/Q6036711,,,,
http://www.wikidata.org/entity/Q6036968,,,,
http://www.wikidata.org/entity/Q6038080,,,,Fortune 500
http://www.wikidata.org/entity/Q6042841,,,,
http://www.wikidata.org/entity/Q6043367,,,,
http://www.wikidata.org/entity/Q6044894,,,,
http://www.wikidata.org/entity/Q6045093,,,,
http://www.wikidata.org/entity/Q6045277,,,,
http://www.wikidata.org/entity/Q6047075,,,,
http://www.wikidata.org/entity/Q6047244,,,,
http://www.wikidata.org/entity/Q6047302,,,FTSE 100 Index,
http://www.wikidata.org/entity/Q6047972,,,,
http://www.wikidata.org/entity/Q6048685,,,,
http://www.wikidata.org/entity/Q6048697,,International Bancshares Corporation,,
http://www.wikidata.org/entity/Q6049324,,,,
http://www.wikidata.org/entity/Q6050633,,,,
http://www.wikidata.org/entity/Q6052784,,,,
http://www.wikidata.org/entity/Q6057493,,,,
http://www.wikidata.org/entity/Q6057505,,,,
http://www.wikidata.org/entity/Q6058311,,,,
http://www.wikidata.org/entity/Q6058618,,,,
http://www.wikidata.org/entity/Q6059838,Kuo-I Yeh,,,
http://www.wikidata.org/entity/Q6059883,,,,
http://www.wikidata.org/entity/Q6060469,,,,
http://www.wikidata.org/entity/Q6060595,,Invesco,,
http://www.wikidata.org/entity/Q6060751,,,,
http://www.wikidata.org/entity/Q6060753,,,,
http://www.wikidata.org/entity/Q6060808,,,,
http://www.wikidata.org/entity/Q6060936,,,,
http://www.wikidata.org/entity/Q6062211,,,,
http://www.wikidata.org/entity/Q6064951,,,,
http://www.wikidata.org/entity/Q6066811,,Iran Khodro,,
http://www.wikidata.org/entity/Q6066851,,,,
http://www.wikidata.org/entity/Q6066862,,,,
http://www.wikidata.org/entity/Q6067206,,,,
http://www.wikidata.org/entity/Q6079763,,,,
http://www.wikidata.org/entity/Q6087908,,,,
http://www.wikidata.org/entity/Q6094153,,,,
http://www.wikidata.org/entity/Q6095481,Luksic Group,,,
http://www.wikidata.org/entity/Q6101088,,,,
http://www.wikidata.org/entity/Q6107753,,,,
http://www.wikidata.org/entity/Q6108019,Pentland Group,,FTSE 100 Index,
http://www.wikidata.org/entity/Q6108936,,,,
http://www.wikidata.org/entity/Q6108978,,,,
http://www.wikidata.org/entity/Q6109309,,,,
http://www.wikidata.org/entity/Q6109362,,,,
http://www.wikidata.org/entity/Q6110451,,,,
http://www.wikidata.org/entity/Q6111534,,,,
http://www.wikidata.org/entity/Q6113060,,,S&P 500,
http://www.wikidata.org/entity/Q6122878,,MATAHARI,,
http://www.wikidata.org/entity/Q6127052,Fosun International Limited,,,
http://www.wikidata.org/entity/Q6133908,,,,
http://www.wikidata.org/entity/Q6135535,,,,
http://www.wikidata.org/entity/Q6138447,Lai Sun Group,,,
http://www.wikidata.org/entity/Q6140534,,,,
http://www.wikidata.org/entity/Q6148300,,,,
http://www.wikidata.org/entity/Q6150832,,,,
http://www.wikidata.org/entity/Q6159625,,,,
http://www.wikidata.org/entity/Q6160243,,,,
http://www.wikidata.org/entity/Q6164614,,,,
http://www.wikidata.org/entity/Q6172434,Glorious Sun,,,
http://www.wikidata.org/entity/Q6188748,,,Adobe,
http://www.wikidata.org/entity/Q6192159,,,,
http://www.wikidata.org/entity/Q6192686,,,,
http://www.wikidata.org/entity/Q6202067,,,,
http://www.wikidata.org/entity/Q6202545,Jinjiang International,Jinjiang International,,
http://www.wikidata.org/entity/Q6203560,,,,
http://www.wikidata.org/entity/Q6203968,Leonard Green & Partners,,,
http://www.wikidata.org/entity/Q6204078,,Tailored Brands,,
http://www.wikidata.org/entity/Q6216567,,,,
http://www.wikidata.org/entity/Q6243825,,,,
http://www.wikidata.org/entity/Q6294662,,,,
http://www.wikidata.org/entity/Q6297407,,,,
