business,ownedbyLabel,parentorgLabel,partofLabel,memberofLabel
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,OpenPOWER Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,OpenPOWER Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,OpenPOWER Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,OpenPOWER Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,OpenPOWER Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,OpenPOWER Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,OpenPOWER Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Industrial Average,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Industrial Average,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,Alliance for Open Media
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Industrial Average,LOT Network
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Industrial Average,LOT Network
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,LOT Network
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,LOT Network
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,LOT Network
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,LOT Network
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,LOT Network
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,LOT Network
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,LOT Network
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Industrial Average,Node.js Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Industrial Average,Node.js Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,Node.js Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,Node.js Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,Node.js Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,Node.js Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,Node.js Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,Node.js Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,Node.js Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Industrial Average,iRODS Consortium
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Industrial Average,iRODS Consortium
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,iRODS Consortium
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,iRODS Consortium
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,iRODS Consortium
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,iRODS Consortium
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,iRODS Consortium
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,iRODS Consortium
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,iRODS Consortium
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Industrial Average,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Industrial Average,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,OpenAPI Initiative
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Industrial Average,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Industrial Average,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,CVE Numbering Authorities
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Industrial Average,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Industrial Average,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Industrial Average,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,S&P 500,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,S&P 500,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,S&P 500,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,Berkshire Hathaway,,Dow Jones Global Titans 50,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,The Vanguard Group,,Dow Jones Global Titans 50,OpenJS Foundation
http://www.wikidata.org/entity/Q37156,State Street Corporation,,Dow Jones Global Titans 50,OpenJS Foundation
http://www.wikidata.org/entity/Q66048,BlackRock,,list of systemically important banks,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,list of systemically important banks,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,list of systemically important banks,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q66048,BlackRock,,DAX,Q1663567
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,DAX,Q1663567
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,DAX,Q1663567
http://www.wikidata.org/entity/Q66048,BlackRock,,CDAX,Q1663567
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,CDAX,Q1663567
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,CDAX,Q1663567
http://www.wikidata.org/entity/Q66048,BlackRock,,EURO STOXX 50,Q1663567
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,EURO STOXX 50,Q1663567
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,EURO STOXX 50,Q1663567
http://www.wikidata.org/entity/Q66048,BlackRock,,DivDAX,Q1663567
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,DivDAX,Q1663567
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,DivDAX,Q1663567
http://www.wikidata.org/entity/Q66048,BlackRock,,list of German companies by employees in 1938,Q1663567
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,list of German companies by employees in 1938,Q1663567
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,list of German companies by employees in 1938,Q1663567
http://www.wikidata.org/entity/Q66048,BlackRock,,list of systemically important banks,Q1663567
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,list of systemically important banks,Q1663567
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,list of systemically important banks,Q1663567
http://www.wikidata.org/entity/Q66048,BlackRock,,DAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,DAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,DAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,BlackRock,,CDAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,CDAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,CDAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,BlackRock,,EURO STOXX 50,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,EURO STOXX 50,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,EURO STOXX 50,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,BlackRock,,DivDAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,DivDAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,DivDAX,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,BlackRock,,list of German companies by employees in 1938,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,list of German companies by employees in 1938,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,list of German companies by employees in 1938,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,BlackRock,,list of systemically important banks,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,list of systemically important banks,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,list of systemically important banks,Stiftung Bildungspakt Bayern
http://www.wikidata.org/entity/Q66048,BlackRock,,DAX,ICC Germany
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,DAX,ICC Germany
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,DAX,ICC Germany
http://www.wikidata.org/entity/Q66048,BlackRock,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q66048,BlackRock,,EURO STOXX 50,ICC Germany
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,EURO STOXX 50,ICC Germany
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,EURO STOXX 50,ICC Germany
http://www.wikidata.org/entity/Q66048,BlackRock,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q66048,BlackRock,,list of German companies by employees in 1938,ICC Germany
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,list of German companies by employees in 1938,ICC Germany
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,list of German companies by employees in 1938,ICC Germany
http://www.wikidata.org/entity/Q66048,BlackRock,,list of systemically important banks,ICC Germany
http://www.wikidata.org/entity/Q66048,Cerberus Capital Management,,list of systemically important banks,ICC Germany
http://www.wikidata.org/entity/Q66048,Capital Group Companies,,list of systemically important banks,ICC Germany
http://www.wikidata.org/entity/Q71233,,Ukrainian Automobile Corporation,,
http://www.wikidata.org/entity/Q71946,,,,
http://www.wikidata.org/entity/Q72539,BlackRock,,,
http://www.wikidata.org/entity/Q72539,The Vanguard Group,,,
http://www.wikidata.org/entity/Q72539,Dimensional Fund Advisors,,,
http://www.wikidata.org/entity/Q72539,Renaissance Technologies,,,
http://www.wikidata.org/entity/Q73251,,,MDAX,Food Federation Germany
http://www.wikidata.org/entity/Q73251,,,CDAX,Food Federation Germany
http://www.wikidata.org/entity/Q73251,,,MDAX,Q1192368
http://www.wikidata.org/entity/Q73251,,,CDAX,Q1192368
http://www.wikidata.org/entity/Q74877,,,,
http://www.wikidata.org/entity/Q80635,,Air Liquide,,
http://www.wikidata.org/entity/Q80788,"Ministry of Trade, Industry and Fisheries",,,Federal Association of German Banks
http://www.wikidata.org/entity/Q80978,,,,Linux Foundation
http://www.wikidata.org/entity/Q81230,BlackRock,,DAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Siemens family,,DAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,treasury stock,,DAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,DAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,BlackRock,,CDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Siemens family,,CDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,treasury stock,,CDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,CDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,BlackRock,,EURO STOXX 50,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Siemens family,,EURO STOXX 50,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,treasury stock,,EURO STOXX 50,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,EURO STOXX 50,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,BlackRock,,DivDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Siemens family,,DivDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,treasury stock,,DivDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,DivDAX,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,BlackRock,,list of German companies by employees in 1938,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Siemens family,,list of German companies by employees in 1938,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,treasury stock,,list of German companies by employees in 1938,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,list of German companies by employees in 1938,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,BlackRock,,Stoxx Europe 600 Index,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Siemens family,,Stoxx Europe 600 Index,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,treasury stock,,Stoxx Europe 600 Index,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,Stoxx Europe 600 Index,World Wide Web Consortium
http://www.wikidata.org/entity/Q81230,BlackRock,,DAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,Siemens family,,DAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,treasury stock,,DAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,DAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,BlackRock,,CDAX,European Movement Germany
http://www.wikidata.org/entity/Q157617,SoFFin,,DivDAX,Federal Association of German Banks
http://www.wikidata.org/entity/Q157617,BlackRock,,DAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,SoFFin,,DAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,BlackRock,,MDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,MDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,SoFFin,,MDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,BlackRock,,CDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,CDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,SoFFin,,CDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,BlackRock,,DivDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DivDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,SoFFin,,DivDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157617,BlackRock,,DAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,SoFFin,,DAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,BlackRock,,MDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,MDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,SoFFin,,MDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,BlackRock,,CDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,CDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,SoFFin,,CDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,BlackRock,,DivDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DivDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,SoFFin,,DivDAX,Association of German Pfandbrief Banks
http://www.wikidata.org/entity/Q157617,BlackRock,,DAX,Q1663567
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DAX,Q1663567
http://www.wikidata.org/entity/Q157617,SoFFin,,DAX,Q1663567
http://www.wikidata.org/entity/Q157617,BlackRock,,MDAX,Q1663567
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,MDAX,Q1663567
http://www.wikidata.org/entity/Q157617,SoFFin,,MDAX,Q1663567
http://www.wikidata.org/entity/Q157617,BlackRock,,CDAX,Q1663567
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,CDAX,Q1663567
http://www.wikidata.org/entity/Q157617,SoFFin,,CDAX,Q1663567
http://www.wikidata.org/entity/Q157617,BlackRock,,DivDAX,Q1663567
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DivDAX,Q1663567
http://www.wikidata.org/entity/Q157617,SoFFin,,DivDAX,Q1663567
http://www.wikidata.org/entity/Q157617,BlackRock,,DAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,SoFFin,,DAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,BlackRock,,MDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,MDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,SoFFin,,MDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,BlackRock,,CDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,CDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,SoFFin,,CDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,BlackRock,,DivDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DivDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,SoFFin,,DivDAX,German-Swiss Chamber of Commerce
http://www.wikidata.org/entity/Q157617,BlackRock,,DAX,ICC Germany
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DAX,ICC Germany
http://www.wikidata.org/entity/Q157617,SoFFin,,DAX,ICC Germany
http://www.wikidata.org/entity/Q157617,BlackRock,,MDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,MDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,SoFFin,,MDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,BlackRock,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,SoFFin,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,BlackRock,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,Cerberus Capital Management,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q157617,SoFFin,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q157645,KfW,,DAX,European Movement Germany
http://www.wikidata.org/entity/Q157645,KfW,,CDAX,European Movement Germany
http://www.wikidata.org/entity/Q157645,KfW,,EURO STOXX 50,European Movement Germany
http://www.wikidata.org/entity/Q157645,KfW,,DivDAX,European Movement Germany
http://www.wikidata.org/entity/Q157645,KfW,,DAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157645,KfW,,CDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157645,KfW,,EURO STOXX 50,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157645,KfW,,DivDAX,Deutscher Dialogmarketing Verband
http://www.wikidata.org/entity/Q157645,KfW,,DAX,German Road Safety Council
http://www.wikidata.org/entity/Q157645,KfW,,CDAX,German Road Safety Council
http://www.wikidata.org/entity/Q157645,KfW,,EURO STOXX 50,German Road Safety Council
http://www.wikidata.org/entity/Q157645,KfW,,DivDAX,German Road Safety Council
http://www.wikidata.org/entity/Q157645,KfW,,DAX,Verband der Bayerischen Metall- und Elektro-Industrie
http://www.wikidata.org/entity/Q157645,KfW,,CDAX,Verband der Bayerischen Metall- und Elektro-Industrie
http://www.wikidata.org/entity/Q157645,KfW,,EURO STOXX 50,Verband der Bayerischen Metall- und Elektro-Industrie
http://www.wikidata.org/entity/Q157645,KfW,,DivDAX,Verband der Bayerischen Metall- und Elektro-Industrie
http://www.wikidata.org/entity/Q157645,KfW,,DAX,ICC Germany
http://www.wikidata.org/entity/Q157645,KfW,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q157645,KfW,,EURO STOXX 50,ICC Germany
http://www.wikidata.org/entity/Q157645,KfW,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q157852,,,DAX,Linux Foundation
http://www.wikidata.org/entity/Q157852,,,MDAX,Linux Foundation
http://www.wikidata.org/entity/Q157852,,,CDAX,Linux Foundation
http://www.wikidata.org/entity/Q157852,,,DivDAX,Linux Foundation
http://www.wikidata.org/entity/Q157852,,,DAX,Q1663567
http://www.wikidata.org/entity/Q157852,,,MDAX,Q1663567
http://www.wikidata.org/entity/Q157852,,,CDAX,Q1663567
http://www.wikidata.org/entity/Q157852,,,DivDAX,Q1663567
http://www.wikidata.org/entity/Q157852,,,DAX,ICC Germany
http://www.wikidata.org/entity/Q157852,,,MDAX,ICC Germany
http://www.wikidata.org/entity/Q157852,,,CDAX,ICC Germany
http://www.wikidata.org/entity/Q157852,,,DivDAX,ICC Germany
http://www.wikidata.org/entity/Q158205,L'Oréal,,CAC 40,
http://www.wikidata.org/entity/Q158888,Yamaha Corporation,Yamaha Corporation,,SD Association
http://www.wikidata.org/entity/Q159433,,,Dow Jones Industrial Average,Deutsche Gesellschaft für Wehrtechnik
http://www.wikidata.org/entity/Q159433,,,S&P 500,Deutsche Gesellschaft für Wehrtechnik
http://www.wikidata.org/entity/Q159614,,,,Wi-Fi Alliance
http://www.wikidata.org/entity/Q159614,,,,SD Association
http://www.wikidata.org/entity/Q160054,,,CAC 40,
http://www.wikidata.org/entity/Q81230,Siemens family,,CDAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,treasury stock,,CDAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,CDAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,BlackRock,,EURO STOXX 50,European Movement Germany
http://www.wikidata.org/entity/Q81230,Siemens family,,EURO STOXX 50,European Movement Germany
http://www.wikidata.org/entity/Q81230,treasury stock,,EURO STOXX 50,European Movement Germany
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,EURO STOXX 50,European Movement Germany
http://www.wikidata.org/entity/Q81230,BlackRock,,DivDAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,Siemens family,,DivDAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,treasury stock,,DivDAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,DivDAX,European Movement Germany
http://www.wikidata.org/entity/Q81230,BlackRock,,list of German companies by employees in 1938,European Movement Germany
http://www.wikidata.org/entity/Q81230,Siemens family,,list of German companies by employees in 1938,European Movement Germany
http://www.wikidata.org/entity/Q81230,treasury stock,,list of German companies by employees in 1938,European Movement Germany
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,list of German companies by employees in 1938,European Movement Germany
http://www.wikidata.org/entity/Q81230,BlackRock,,Stoxx Europe 600 Index,European Movement Germany
http://www.wikidata.org/entity/Q81230,Siemens family,,Stoxx Europe 600 Index,European Movement Germany
http://www.wikidata.org/entity/Q81230,treasury stock,,Stoxx Europe 600 Index,European Movement Germany
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,Stoxx Europe 600 Index,European Movement Germany
http://www.wikidata.org/entity/Q81230,BlackRock,,DAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Siemens family,,DAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,treasury stock,,DAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,DAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,BlackRock,,CDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Siemens family,,CDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,treasury stock,,CDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,CDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,BlackRock,,EURO STOXX 50,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Siemens family,,EURO STOXX 50,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,treasury stock,,EURO STOXX 50,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,EURO STOXX 50,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,BlackRock,,DivDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Siemens family,,DivDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,treasury stock,,DivDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,Qatar Investment Authority,,DivDAX,Union des Industries Ferroviaires Européennes
http://www.wikidata.org/entity/Q81230,BlackRock,,list of German companies by employees in 1938,Union des Industries Ferroviaires Européennes
