business,msacademicLabel,grididLabel,opencorporatesLabel
http://www.wikidata.org/entity/Q1322011,180980256,grid.433801.d,
http://www.wikidata.org/entity/Q1322045,,,gb/04992207
http://www.wikidata.org/entity/Q1322206,,,
http://www.wikidata.org/entity/Q1325369,99686982,grid.434471.1,
http://www.wikidata.org/entity/Q1325987,,grid.467605.6,
http://www.wikidata.org/entity/Q1325994,695903724,grid.457747.2,no/984195486
http://www.wikidata.org/entity/Q1327064,,,
http://www.wikidata.org/entity/Q1327429,,grid.424332.0,
http://www.wikidata.org/entity/Q1327874,1324540951,grid.481735.c,
http://www.wikidata.org/entity/Q1328247,,,
http://www.wikidata.org/entity/Q1328252,155798632,grid.467374.5,
http://www.wikidata.org/entity/Q1328252,185678022,grid.467374.5,
http://www.wikidata.org/entity/Q1328252,205649185,grid.467374.5,
http://www.wikidata.org/entity/Q1328736,,,
http://www.wikidata.org/entity/Q1329463,,,
http://www.wikidata.org/entity/Q1332242,,,
http://www.wikidata.org/entity/Q1332506,,,
http://www.wikidata.org/entity/Q1332669,,,
http://www.wikidata.org/entity/Q1333162,929267784,grid.450965.b,
http://www.wikidata.org/entity/Q1335585,918872813,grid.471057.0,us_mo/00005170
http://www.wikidata.org/entity/Q1335998,,grid.480442.e,jp/8011801003488
http://www.wikidata.org/entity/Q1337240,,grid.497147.8,se/556408-5032
http://www.wikidata.org/entity/Q1337797,,grid.467488.1,
http://www.wikidata.org/entity/Q1339055,,,
http://www.wikidata.org/entity/Q1339621,,,
http://www.wikidata.org/entity/Q1339966,889081792,,
http://www.wikidata.org/entity/Q1340361,,,
http://www.wikidata.org/entity/Q1340408,,,
http://www.wikidata.org/entity/Q1341068,,,pl/0000012483
http://www.wikidata.org/entity/Q1341174,,,
http://www.wikidata.org/entity/Q1341222,2802870671,grid.6066.6,
http://www.wikidata.org/entity/Q1341261,,,de/B1204_HRB410434
http://www.wikidata.org/entity/Q1341306,,,
http://www.wikidata.org/entity/Q1341530,,,
http://www.wikidata.org/entity/Q1341538,,,
http://www.wikidata.org/entity/Q1341588,,grid.473052.7,
http://www.wikidata.org/entity/Q1341590,,,
http://www.wikidata.org/entity/Q1342041,,grid.467519.8,
http://www.wikidata.org/entity/Q1342350,,,
http://www.wikidata.org/entity/Q1343045,,grid.466799.3,
http://www.wikidata.org/entity/Q1344587,37573787,,
http://www.wikidata.org/entity/Q1344680,,,
http://www.wikidata.org/entity/Q1344736,,,
http://www.wikidata.org/entity/Q1345441,,,se/556606-8499
http://www.wikidata.org/entity/Q1345877,,,
http://www.wikidata.org/entity/Q1345971,,,
http://www.wikidata.org/entity/Q1346450,,,
http://www.wikidata.org/entity/Q1347002,87890613,grid.420124.1,
http://www.wikidata.org/entity/Q1347427,,,
http://www.wikidata.org/entity/Q1347782,,grid.507747.6,
http://www.wikidata.org/entity/Q1347817,,,
http://www.wikidata.org/entity/Q1348664,1291253399,grid.421694.c,
http://www.wikidata.org/entity/Q1350039,,,
http://www.wikidata.org/entity/Q1351484,114132059,grid.460108.b,jp/4010401020757
http://www.wikidata.org/entity/Q1352022,,,
http://www.wikidata.org/entity/Q1352708,,grid.437760.1,
http://www.wikidata.org/entity/Q1353939,,grid.459469.3,
http://www.wikidata.org/entity/Q1356034,,,jp/9010001077045
http://www.wikidata.org/entity/Q1356666,,,
http://www.wikidata.org/entity/Q1358111,,,
http://www.wikidata.org/entity/Q1359435,,,
http://www.wikidata.org/entity/Q1359568,,grid.480001.d,
http://www.wikidata.org/entity/Q1360087,,,
http://www.wikidata.org/entity/Q1361648,,grid.467145.5,
http://www.wikidata.org/entity/Q1364176,882086362,grid.422729.8,
http://www.wikidata.org/entity/Q1364494,1321274958,,
http://www.wikidata.org/entity/Q1365015,2800996768,grid.480188.d,
http://www.wikidata.org/entity/Q1365773,2251387792,grid.426216.5,fr/333773174
http://www.wikidata.org/entity/Q1368445,,,
http://www.wikidata.org/entity/Q1368519,,,
http://www.wikidata.org/entity/Q1368919,,,
http://www.wikidata.org/entity/Q1369767,,,
http://www.wikidata.org/entity/Q1369955,,,
http://www.wikidata.org/entity/Q1371239,161219205,,
http://www.wikidata.org/entity/Q1371852,871786723,,
http://www.wikidata.org/entity/Q1372049,,,jp/5010001112697
http://www.wikidata.org/entity/Q1373493,,,
http://www.wikidata.org/entity/Q1374135,,,
http://www.wikidata.org/entity/Q1374297,,,
http://www.wikidata.org/entity/Q1375020,,,
http://www.wikidata.org/entity/Q1375091,,,
http://www.wikidata.org/entity/Q1381973,,,
http://www.wikidata.org/entity/Q489195,,,
http://www.wikidata.org/entity/Q489469,,grid.420693.a,
http://www.wikidata.org/entity/Q489921,,grid.467497.f,
http://www.wikidata.org/entity/Q490142,77107153,grid.466486.e,
http://www.wikidata.org/entity/Q491034,,,
http://www.wikidata.org/entity/Q491627,,,
http://www.wikidata.org/entity/Q491990,,,
http://www.wikidata.org/entity/Q492412,,,
http://www.wikidata.org/entity/Q493108,,,
http://www.wikidata.org/entity/Q493145,202602053,grid.480347.c,
http://www.wikidata.org/entity/Q493712,1327191685,grid.421812.c,
http://www.wikidata.org/entity/Q493854,,grid.422002.6,
http://www.wikidata.org/entity/Q494136,,grid.474513.0,
http://www.wikidata.org/entity/Q495026,122673519,grid.437025.7,
http://www.wikidata.org/entity/Q495830,,,
http://www.wikidata.org/entity/Q496302,5490798,grid.467446.3,fi/1592331-8
http://www.wikidata.org/entity/Q496606,,,
http://www.wikidata.org/entity/Q497419,,,
http://www.wikidata.org/entity/Q497534,182937616,grid.471072.7,
http://www.wikidata.org/entity/Q498366,50968404,,jp/6290001012621
http://www.wikidata.org/entity/Q498746,169912796,grid.471193.9,
http://www.wikidata.org/entity/Q499071,203737432,grid.497069.5,jp/9011001029597
http://www.wikidata.org/entity/Q499104,23877868,grid.422124.3,
http://www.wikidata.org/entity/Q499707,95549939,grid.467274.4,fr/662042449
http://www.wikidata.org/entity/Q500088,,,
http://www.wikidata.org/entity/Q501476,,grid.467418.8,
http://www.wikidata.org/entity/Q502121,1309532762,grid.39591.37,
http://www.wikidata.org/entity/Q502125,62961757,,jp/1120001059675
http://www.wikidata.org/entity/Q502132,114662689,grid.419407.f,
http://www.wikidata.org/entity/Q502316,,,
http://www.wikidata.org/entity/Q502344,82700718,grid.471230.3,
http://www.wikidata.org/entity/Q502344,82700718,grid.480260.8,
http://www.wikidata.org/entity/Q502421,,grid.481432.8,
http://www.wikidata.org/entity/Q502470,200734791,grid.13515.33,gb/00033774
http://www.wikidata.org/entity/Q502509,164133871,grid.437995.5,gb/00324357
http://www.wikidata.org/entity/Q502935,875846653,grid.497226.c,
http://www.wikidata.org/entity/Q502940,1343953105,grid.426778.8,
http://www.wikidata.org/entity/Q503038,,grid.421985.3,
http://www.wikidata.org/entity/Q503077,,grid.422137.1,
http://www.wikidata.org/entity/Q503182,103775301,,
http://www.wikidata.org/entity/Q503308,2802994541,grid.467589.1,
http://www.wikidata.org/entity/Q504967,,,
http://www.wikidata.org/entity/Q504998,,grid.480251.a,fr/775670417
http://www.wikidata.org/entity/Q505917,,,gb/00103002
http://www.wikidata.org/entity/Q505922,,grid.480083.7,se/556009-4178
http://www.wikidata.org/entity/Q506160,,,
http://www.wikidata.org/entity/Q507154,1283582996,grid.419481.1,
http://www.wikidata.org/entity/Q509255,,,
http://www.wikidata.org/entity/Q509404,1322087612,grid.1441.0,fr/542019096
http://www.wikidata.org/entity/Q509544,2800326226,grid.480186.3,
http://www.wikidata.org/entity/Q511031,,grid.425854.a,no/914778271
http://www.wikidata.org/entity/Q511901,,,
http://www.wikidata.org/entity/Q512468,,,
http://www.wikidata.org/entity/Q512482,,,
http://www.wikidata.org/entity/Q513679,48350267,grid.482864.4,jp/3180001031569
http://www.wikidata.org/entity/Q513861,103769711,grid.410338.d,
http://www.wikidata.org/entity/Q515869,,,us_de/2841165
http://www.wikidata.org/entity/Q517117,84776176,grid.274249.e,jp/6130001021068
http://www.wikidata.org/entity/Q518016,91950636,grid.421970.9,
http://www.wikidata.org/entity/Q518563,,,
http://www.wikidata.org/entity/Q519040,,,
http://www.wikidata.org/entity/Q522617,,,
http://www.wikidata.org/entity/Q524989,114129787,grid.480267.f,
http://www.wikidata.org/entity/Q528448,,,jp/7180001038107
http://www.wikidata.org/entity/Q528842,,grid.418042.b,jp/5010001034966
http://www.wikidata.org/entity/Q529157,,,
http://www.wikidata.org/entity/Q532746,,,
http://www.wikidata.org/entity/Q533415,,,
http://www.wikidata.org/entity/Q535517,,grid.437820.a,
http://www.wikidata.org/entity/Q536228,124348172,grid.480232.f,de/K1101R_HRB44885
http://www.wikidata.org/entity/Q537886,,,
http://www.wikidata.org/entity/Q538203,,,
http://www.wikidata.org/entity/Q538663,,,
http://www.wikidata.org/entity/Q539056,,,
http://www.wikidata.org/entity/Q539352,,,
http://www.wikidata.org/entity/Q540891,121112266,,
http://www.wikidata.org/entity/Q541076,42240936,grid.450409.c,
http://www.wikidata.org/entity/Q541451,48663246,,gb/03564138
http://www.wikidata.org/entity/Q541477,,,
http://www.wikidata.org/entity/Q541569,,,
http://www.wikidata.org/entity/Q542511,,,
http://www.wikidata.org/entity/Q542767,,grid.497206.e,
http://www.wikidata.org/entity/Q543688,,,
http://www.wikidata.org/entity/Q544004,2801138614,grid.450591.c,
http://www.wikidata.org/entity/Q544532,,,
http://www.wikidata.org/entity/Q544847,19268510,grid.430388.4,
http://www.wikidata.org/entity/Q545402,,,
http://www.wikidata.org/entity/Q545565,,,
http://www.wikidata.org/entity/Q545579,13245227,grid.497077.a,
http://www.wikidata.org/entity/Q546880,,,
http://www.wikidata.org/entity/Q547450,189065380,grid.480045.d,
http://www.wikidata.org/entity/Q548278,923761214,,gb/00966425
http://www.wikidata.org/entity/Q549181,,grid.436351.6,
http://www.wikidata.org/entity/Q549498,,,
http://www.wikidata.org/entity/Q550258,,,
http://www.wikidata.org/entity/Q552363,,,
http://www.wikidata.org/entity/Q552581,,grid.19008.30,de/B8535_HRB719915
http://www.wikidata.org/entity/Q552702,,,
http://www.wikidata.org/entity/Q553927,,,jp/9010001008776
http://www.wikidata.org/entity/Q555925,,,
http://www.wikidata.org/entity/Q442018,,grid.424074.1,
http://www.wikidata.org/entity/Q444110,21602254,,
http://www.wikidata.org/entity/Q444172,,grid.432379.8,fr/055804124
http://www.wikidata.org/entity/Q444971,,,
http://www.wikidata.org/entity/Q445007,,grid.420151.3,
http://www.wikidata.org/entity/Q445858,,,
http://www.wikidata.org/entity/Q446895,,grid.425619.d,
http://www.wikidata.org/entity/Q447403,,,au/004820419
http://www.wikidata.org/entity/Q447409,,,
http://www.wikidata.org/entity/Q447826,,,
http://www.wikidata.org/entity/Q447855,146279334,grid.469518.7,
http://www.wikidata.org/entity/Q450420,,,
http://www.wikidata.org/entity/Q451476,,,
http://www.wikidata.org/entity/Q451688,122836369,grid.480013.e,
http://www.wikidata.org/entity/Q451851,,,
http://www.wikidata.org/entity/Q452340,,,
http://www.wikidata.org/entity/Q452726,454632,grid.424624.2,
http://www.wikidata.org/entity/Q456563,,,
http://www.wikidata.org/entity/Q457912,,,
http://www.wikidata.org/entity/Q457960,,,
http://www.wikidata.org/entity/Q458363,918977507,,
http://www.wikidata.org/entity/Q458944,,,
http://www.wikidata.org/entity/Q459477,78559203,grid.467325.1,
http://www.wikidata.org/entity/Q459957,,grid.508907.3,dk/63644919
http://www.wikidata.org/entity/Q459965,,grid.418702.8,
http://www.wikidata.org/entity/Q459976,,,
http://www.wikidata.org/entity/Q460307,,grid.481569.7,
http://www.wikidata.org/entity/Q460446,,grid.467175.6,
http://www.wikidata.org/entity/Q460487,1307600426,grid.18840.35,fr/712042456
http://www.wikidata.org/entity/Q461210,112185891,,
http://www.wikidata.org/entity/Q461631,,,
http://www.wikidata.org/entity/Q462984,2800714839,grid.467177.4,
http://www.wikidata.org/entity/Q463090,,,
http://www.wikidata.org/entity/Q463094,318025780,grid.471047.1,
http://www.wikidata.org/entity/Q463337,,grid.426250.7,
http://www.wikidata.org/entity/Q464092,114539325,,
http://www.wikidata.org/entity/Q464629,,,
http://www.wikidata.org/entity/Q464767,,,
http://www.wikidata.org/entity/Q464905,,,
http://www.wikidata.org/entity/Q465751,,,
http://www.wikidata.org/entity/Q467238,,grid.450357.0,
http://www.wikidata.org/entity/Q467752,1302485747,grid.422184.9,
http://www.wikidata.org/entity/Q469553,9400273,grid.480427.d,
http://www.wikidata.org/entity/Q469732,,grid.458673.b,no/927124238
http://www.wikidata.org/entity/Q470156,,grid.482925.0,
http://www.wikidata.org/entity/Q470317,,grid.421362.0,
http://www.wikidata.org/entity/Q470517,1320553840,grid.417886.4,
http://www.wikidata.org/entity/Q470696,,,
http://www.wikidata.org/entity/Q470784,,,pl/0000017514
http://www.wikidata.org/entity/Q472451,,grid.481749.7,
http://www.wikidata.org/entity/Q472536,68887363,grid.479996.c,
http://www.wikidata.org/entity/Q473513,200439574,grid.420017.0,
http://www.wikidata.org/entity/Q473721,,,
http://www.wikidata.org/entity/Q474383,,grid.163507.6,
http://www.wikidata.org/entity/Q474565,,grid.506825.c,
http://www.wikidata.org/entity/Q474570,7621232,,
http://www.wikidata.org/entity/Q474621,,grid.480005.9,
http://www.wikidata.org/entity/Q474690,,grid.426513.7,
http://www.wikidata.org/entity/Q476215,,,jp/5010401038988
http://www.wikidata.org/entity/Q477222,,,
http://www.wikidata.org/entity/Q477875,154481106,grid.424047.1,
http://www.wikidata.org/entity/Q477993,,,
http://www.wikidata.org/entity/Q478214,,grid.481772.f,
http://www.wikidata.org/entity/Q479167,54606842,grid.467562.4,
http://www.wikidata.org/entity/Q481206,,,
http://www.wikidata.org/entity/Q481356,,,
http://www.wikidata.org/entity/Q481472,,grid.463595.8,
http://www.wikidata.org/entity/Q481778,,grid.471042.4,
http://www.wikidata.org/entity/Q482044,17337054,,
http://www.wikidata.org/entity/Q482258,,,
http://www.wikidata.org/entity/Q482267,,,
http://www.wikidata.org/entity/Q482447,,,
http://www.wikidata.org/entity/Q482642,,,
http://www.wikidata.org/entity/Q482973,,,
http://www.wikidata.org/entity/Q483006,59412607,,
http://www.wikidata.org/entity/Q483238,,,
http://www.wikidata.org/entity/Q483551,1330693074,grid.480455.8,
http://www.wikidata.org/entity/Q483637,164819775,,
http://www.wikidata.org/entity/Q483657,,,
http://www.wikidata.org/entity/Q483938,,,
http://www.wikidata.org/entity/Q483946,188068037,grid.480377.f,
http://www.wikidata.org/entity/Q483959,1302135459,grid.480323.e,
http://www.wikidata.org/entity/Q484117,,,
http://www.wikidata.org/entity/Q484143,,,
http://www.wikidata.org/entity/Q484930,117023288,grid.455526.5,
http://www.wikidata.org/entity/Q485593,,grid.471301.0,
http://www.wikidata.org/entity/Q485908,101155339,grid.471201.1,
http://www.wikidata.org/entity/Q486269,2609542403,grid.418652.c,
http://www.wikidata.org/entity/Q486737,198972184,grid.484399.b,
http://www.wikidata.org/entity/Q486923,,,
http://www.wikidata.org/entity/Q487230,,,
http://www.wikidata.org/entity/Q487281,,,
http://www.wikidata.org/entity/Q487292,84865584,,de/D2601V_HRB164232
http://www.wikidata.org/entity/Q487494,67318391,grid.438687.6,gb/00445790
http://www.wikidata.org/entity/Q487590,,,
http://www.wikidata.org/entity/Q487694,,grid.464755.1,
http://www.wikidata.org/entity/Q487907,100621029,grid.467231.5,
http://www.wikidata.org/entity/Q488470,1341806180,,
http://www.wikidata.org/entity/Q488993,,,
http://www.wikidata.org/entity/Q489080,,grid.497106.d,
http://www.wikidata.org/entity/Q7072730,,,
http://www.wikidata.org/entity/Q7073021,,grid.421929.5,
http://www.wikidata.org/entity/Q7074787,,,
http://www.wikidata.org/entity/Q7075640,,,
http://www.wikidata.org/entity/Q7076047,,grid.455905.8,
http://www.wikidata.org/entity/Q7076286,,,
http://www.wikidata.org/entity/Q7077162,,,
http://www.wikidata.org/entity/Q7077768,,grid.458676.e,no/984669151
http://www.wikidata.org/entity/Q7078431,,,
http://www.wikidata.org/entity/Q7079652,,,
http://www.wikidata.org/entity/Q7081342,884363091,grid.484544.d,
http://www.wikidata.org/entity/Q7081371,20653403,,
http://www.wikidata.org/entity/Q7083862,,,
http://www.wikidata.org/entity/Q7084595,,,
http://www.wikidata.org/entity/Q7084833,,,
http://www.wikidata.org/entity/Q7085099,,,
http://www.wikidata.org/entity/Q7086908,71156769,grid.488087.b,
http://www.wikidata.org/entity/Q7088304,,,
http://www.wikidata.org/entity/Q7089136,,,
http://www.wikidata.org/entity/Q7090016,,,
http://www.wikidata.org/entity/Q7090375,,,
http://www.wikidata.org/entity/Q7092365,,,
http://www.wikidata.org/entity/Q7092720,,,
http://www.wikidata.org/entity/Q7095113,,,
http://www.wikidata.org/entity/Q7095196,122139255,,
http://www.wikidata.org/entity/Q7095328,,,
http://www.wikidata.org/entity/Q7096123,,,
http://www.wikidata.org/entity/Q7097878,,grid.430135.0,
http://www.wikidata.org/entity/Q7097978,,,
http://www.wikidata.org/entity/Q7098529,,,
http://www.wikidata.org/entity/Q7098552,,,
http://www.wikidata.org/entity/Q7098806,,,
http://www.wikidata.org/entity/Q7098994,,,
http://www.wikidata.org/entity/Q7100213,,,
http://www.wikidata.org/entity/Q7102304,,,
http://www.wikidata.org/entity/Q7102329,,,
http://www.wikidata.org/entity/Q7106872,94687816,grid.436931.a,
http://www.wikidata.org/entity/Q7109415,70848387,grid.467516.7,
http://www.wikidata.org/entity/Q7113744,,,
http://www.wikidata.org/entity/Q7114733,,grid.509801.5,
http://www.wikidata.org/entity/Q7114736,18372998,grid.480333.f,
http://www.wikidata.org/entity/Q7115371,,,
http://www.wikidata.org/entity/Q7116403,,,
http://www.wikidata.org/entity/Q7118075,,,
http://www.wikidata.org/entity/Q7118151,,,
http://www.wikidata.org/entity/Q7118521,,,
http://www.wikidata.org/entity/Q7118693,,,
http://www.wikidata.org/entity/Q7118707,925666837,,
http://www.wikidata.org/entity/Q7118809,65376102,grid.455995.1,
http://www.wikidata.org/entity/Q7119110,,,
http://www.wikidata.org/entity/Q7119231,,,
http://www.wikidata.org/entity/Q7119723,1342671875,,
http://www.wikidata.org/entity/Q7119843,,,
http://www.wikidata.org/entity/Q7119849,893249203,grid.481109.5,
http://www.wikidata.org/entity/Q7120762,,,
http://www.wikidata.org/entity/Q7120810,,,
http://www.wikidata.org/entity/Q7120927,,grid.421512.1,
http://www.wikidata.org/entity/Q7120927,,grid.481857.7,
http://www.wikidata.org/entity/Q7120959,,grid.417479.8,
http://www.wikidata.org/entity/Q7121148,,grid.423808.5,
http://www.wikidata.org/entity/Q7121247,,,
http://www.wikidata.org/entity/Q7121857,,,
http://www.wikidata.org/entity/Q7121914,,,
http://www.wikidata.org/entity/Q7121936,,,
http://www.wikidata.org/entity/Q7122305,,,
http://www.wikidata.org/entity/Q7122494,,,
http://www.wikidata.org/entity/Q7122670,317494275,,
http://www.wikidata.org/entity/Q7122687,,,
http://www.wikidata.org/entity/Q7122705,,,
http://www.wikidata.org/entity/Q7123127,,,
http://www.wikidata.org/entity/Q7125728,,,
http://www.wikidata.org/entity/Q7128508,,grid.497103.8,
http://www.wikidata.org/entity/Q7129529,,,
http://www.wikidata.org/entity/Q7129613,,,
http://www.wikidata.org/entity/Q7129751,107947710,grid.465005.2,
http://www.wikidata.org/entity/Q7130852,,,
http://www.wikidata.org/entity/Q7131170,,,
http://www.wikidata.org/entity/Q7131347,,,
http://www.wikidata.org/entity/Q7131487,4082410,,
http://www.wikidata.org/entity/Q7132050,,,
http://www.wikidata.org/entity/Q7132349,,,
http://www.wikidata.org/entity/Q7134595,,,
http://www.wikidata.org/entity/Q7135348,271619442,,
http://www.wikidata.org/entity/Q7135579,,,
http://www.wikidata.org/entity/Q7138046,,,
http://www.wikidata.org/entity/Q7144742,,grid.423439.b,
http://www.wikidata.org/entity/Q7156561,,,
http://www.wikidata.org/entity/Q7156755,,,
http://www.wikidata.org/entity/Q7156760,,,
http://www.wikidata.org/entity/Q7157710,,,
http://www.wikidata.org/entity/Q7160449,,,
http://www.wikidata.org/entity/Q7160600,,grid.497110.a,
http://www.wikidata.org/entity/Q7161915,,,
http://www.wikidata.org/entity/Q7162745,,,
http://www.wikidata.org/entity/Q7163201,,,
http://www.wikidata.org/entity/Q7163348,,,
http://www.wikidata.org/entity/Q7164054,,,
http://www.wikidata.org/entity/Q7165001,,grid.497254.9,
http://www.wikidata.org/entity/Q7165802,,,
http://www.wikidata.org/entity/Q7167012,,,
http://www.wikidata.org/entity/Q1666568,81689372,grid.471112.0,
http://www.wikidata.org/entity/Q1666600,,grid.471081.b,
http://www.wikidata.org/entity/Q1667971,186892699,,jp/6010001011147
http://www.wikidata.org/entity/Q1668901,,,
http://www.wikidata.org/entity/Q1669078,,,
http://www.wikidata.org/entity/Q1669523,,,
http://www.wikidata.org/entity/Q1671042,,grid.480237.a,
http://www.wikidata.org/entity/Q1671060,,,
http://www.wikidata.org/entity/Q1671279,,,
http://www.wikidata.org/entity/Q1671281,,,
http://www.wikidata.org/entity/Q1671436,,,
http://www.wikidata.org/entity/Q1671509,100625452,grid.471318.8,
http://www.wikidata.org/entity/Q1671623,,,no/848579122
http://www.wikidata.org/entity/Q1671651,,,
http://www.wikidata.org/entity/Q1671741,,,
http://www.wikidata.org/entity/Q1671804,,grid.492634.e,se/556013-8298
http://www.wikidata.org/entity/Q1672602,,,
http://www.wikidata.org/entity/Q1672939,,,
http://www.wikidata.org/entity/Q1673079,,,
http://www.wikidata.org/entity/Q1674598,,grid.509633.a,
http://www.wikidata.org/entity/Q1675242,,,
http://www.wikidata.org/entity/Q1675427,,,
http://www.wikidata.org/entity/Q1676532,,,
http://www.wikidata.org/entity/Q1676554,,,
http://www.wikidata.org/entity/Q1676701,,,
http://www.wikidata.org/entity/Q1676726,,,
http://www.wikidata.org/entity/Q1678152,,,
http://www.wikidata.org/entity/Q1680518,,,
http://www.wikidata.org/entity/Q1683034,,,
http://www.wikidata.org/entity/Q1683452,,,
http://www.wikidata.org/entity/Q1684445,,,
http://www.wikidata.org/entity/Q1685287,48104798,,
http://www.wikidata.org/entity/Q1685648,,grid.480420.a,
http://www.wikidata.org/entity/Q1686155,,,
http://www.wikidata.org/entity/Q1688023,,,
http://www.wikidata.org/entity/Q1688522,,,
http://www.wikidata.org/entity/Q1688845,,grid.473035.6,jp/1150001006212
http://www.wikidata.org/entity/Q1689717,1343055156,,
http://www.wikidata.org/entity/Q1691821,,,
http://www.wikidata.org/entity/Q1700871,130567239,grid.421706.6,
http://www.wikidata.org/entity/Q1701390,,,
http://www.wikidata.org/entity/Q1703203,865788938,grid.438748.4,se/556006-3421
http://www.wikidata.org/entity/Q1703389,178359432,,
http://www.wikidata.org/entity/Q1707372,,,
http://www.wikidata.org/entity/Q1711120,,,
http://www.wikidata.org/entity/Q1715931,,,
http://www.wikidata.org/entity/Q1719182,,,
http://www.wikidata.org/entity/Q1719197,,,
http://www.wikidata.org/entity/Q1720400,280214520,,
http://www.wikidata.org/entity/Q1720713,,,
http://www.wikidata.org/entity/Q1721950,,,
http://www.wikidata.org/entity/Q1722848,1293061108,grid.508947.7,
http://www.wikidata.org/entity/Q1723313,,,
http://www.wikidata.org/entity/Q1723912,,,
http://www.wikidata.org/entity/Q1724726,,,
http://www.wikidata.org/entity/Q1728446,173092537,,
http://www.wikidata.org/entity/Q1728446,66283434,,
http://www.wikidata.org/entity/Q1729077,,,
http://www.wikidata.org/entity/Q1736294,150420616,,
http://www.wikidata.org/entity/Q1736581,,,
http://www.wikidata.org/entity/Q1737636,,,
http://www.wikidata.org/entity/Q1738151,,grid.422904.9,
http://www.wikidata.org/entity/Q1739782,,,fi/0109862-8
http://www.wikidata.org/entity/Q1740314,,,
http://www.wikidata.org/entity/Q1740323,,,
http://www.wikidata.org/entity/Q1740742,,,
http://www.wikidata.org/entity/Q1741634,197065608,grid.421913.c,
http://www.wikidata.org/entity/Q1742118,,,
http://www.wikidata.org/entity/Q1742438,,,
http://www.wikidata.org/entity/Q1744154,,,
http://www.wikidata.org/entity/Q1744648,,,
http://www.wikidata.org/entity/Q1746467,,,
http://www.wikidata.org/entity/Q1747083,,,
http://www.wikidata.org/entity/Q1747133,,,
http://www.wikidata.org/entity/Q1748122,,,
http://www.wikidata.org/entity/Q1750893,,,
http://www.wikidata.org/entity/Q1751032,283568218,,
http://www.wikidata.org/entity/Q1751566,74906145,grid.471276.1,jp/1290801002603
http://www.wikidata.org/entity/Q1753080,,,
http://www.wikidata.org/entity/Q1753718,,grid.423513.2,se/556000-3468
http://www.wikidata.org/entity/Q1755034,,grid.502793.a,
http://www.wikidata.org/entity/Q1755924,,,
http://www.wikidata.org/entity/Q1756920,,,
http://www.wikidata.org/entity/Q1758392,132349299,grid.497035.c,
http://www.wikidata.org/entity/Q1759678,,,
http://www.wikidata.org/entity/Q1760641,41154525,grid.455801.d,
http://www.wikidata.org/entity/Q1760838,2804014141,grid.457727.4,no/934382404
http://www.wikidata.org/entity/Q1761176,,,
http://www.wikidata.org/entity/Q1762087,,,
http://www.wikidata.org/entity/Q1762250,,,
http://www.wikidata.org/entity/Q1762782,,,
http://www.wikidata.org/entity/Q1763316,,,
http://www.wikidata.org/entity/Q1763505,,,
http://www.wikidata.org/entity/Q1764040,,grid.492912.5,
http://www.wikidata.org/entity/Q1764875,,,
http://www.wikidata.org/entity/Q1765036,,grid.451334.4,
http://www.wikidata.org/entity/Q1768082,,,
http://www.wikidata.org/entity/Q1770068,,,no/976239997
http://www.wikidata.org/entity/Q1770710,,,
http://www.wikidata.org/entity/Q1770909,,grid.435825.d,no/943753709
http://www.wikidata.org/entity/Q5455836,,,
http://www.wikidata.org/entity/Q5457038,,,
http://www.wikidata.org/entity/Q5459202,,,
http://www.wikidata.org/entity/Q5461913,,,
http://www.wikidata.org/entity/Q5462295,,,
http://www.wikidata.org/entity/Q5464133,,,
http://www.wikidata.org/entity/Q5465039,,grid.493721.a,
http://www.wikidata.org/entity/Q5468204,,,
http://www.wikidata.org/entity/Q5468821,,,us_md/D16554107
http://www.wikidata.org/entity/Q5469210,,,
http://www.wikidata.org/entity/Q5470333,,,
http://www.wikidata.org/entity/Q5470641,,,
http://www.wikidata.org/entity/Q5472859,,grid.480282.4,
http://www.wikidata.org/entity/Q5474321,,,
http://www.wikidata.org/entity/Q5475100,,,
http://www.wikidata.org/entity/Q5476713,,,
http://www.wikidata.org/entity/Q5477251,,,
http://www.wikidata.org/entity/Q5479014,70881427,,
http://www.wikidata.org/entity/Q5479360,,grid.467468.f,us_de/2078197
http://www.wikidata.org/entity/Q5484477,,,
http://www.wikidata.org/entity/Q5491211,,,
http://www.wikidata.org/entity/Q5491900,,grid.508065.e,
http://www.wikidata.org/entity/Q5492439,,,
http://www.wikidata.org/entity/Q5494350,,,
http://www.wikidata.org/entity/Q5497414,,,
http://www.wikidata.org/entity/Q5500950,867341883,,
http://www.wikidata.org/entity/Q5501354,,,
http://www.wikidata.org/entity/Q5503051,,,
http://www.wikidata.org/entity/Q5503081,,,
http://www.wikidata.org/entity/Q5503999,,,
http://www.wikidata.org/entity/Q5505929,,,
http://www.wikidata.org/entity/Q5506029,,,
http://www.wikidata.org/entity/Q5506152,,,
http://www.wikidata.org/entity/Q5507237,,,
http://www.wikidata.org/entity/Q5508083,,,
http://www.wikidata.org/entity/Q5508431,,,
http://www.wikidata.org/entity/Q5509271,,,
http://www.wikidata.org/entity/Q5511828,,,
http://www.wikidata.org/entity/Q5512854,,,
http://www.wikidata.org/entity/Q5512990,,,
http://www.wikidata.org/entity/Q5513058,,,
http://www.wikidata.org/entity/Q5513200,,,
http://www.wikidata.org/entity/Q5513791,,,
http://www.wikidata.org/entity/Q5514372,,,
http://www.wikidata.org/entity/Q5514453,,,
