business,grididLabel,opencorporatesLabel,crunchbaseLabel,quoraLabel,littlesisLabel
http://www.wikidata.org/entity/Q7367473,,,,,
http://www.wikidata.org/entity/Q4651446,grid.422113.7,,afc-energy,,
http://www.wikidata.org/entity/Q4273589,,,,,
http://www.wikidata.org/entity/Q3741986,,,,,
http://www.wikidata.org/entity/Q3056982,,,,,
http://www.wikidata.org/entity/Q3058134,,,,,
http://www.wikidata.org/entity/Q3058774,,,,,
http://www.wikidata.org/entity/Q3058934,,,,,
http://www.wikidata.org/entity/Q3059240,,,,,
http://www.wikidata.org/entity/Q3060526,,fr/392962304,,Les-Cinémas-Pathé-Gaumont,
http://www.wikidata.org/entity/Q3060562,,,,,
http://www.wikidata.org/entity/Q3060581,,,,,
http://www.wikidata.org/entity/Q3060616,,fr/408772101,,,
http://www.wikidata.org/entity/Q3060626,grid.424726.1,,eurogentec,,
http://www.wikidata.org/entity/Q3060713,,,,Europages,
http://www.wikidata.org/entity/Q3061374,,,,,
http://www.wikidata.org/entity/Q3061488,,,,,
http://www.wikidata.org/entity/Q3061731,,,,,
http://www.wikidata.org/entity/Q3063197,,,federal-grid-company,,
http://www.wikidata.org/entity/Q3063258,,,,,
http://www.wikidata.org/entity/Q3063398,,,,,
http://www.wikidata.org/entity/Q3063934,,,,,
http://www.wikidata.org/entity/Q3063969,,,,,
http://www.wikidata.org/entity/Q3064033,,,,,
http://www.wikidata.org/entity/Q3064071,,,,,
http://www.wikidata.org/entity/Q3064078,,,gafisa,Gafisa,
http://www.wikidata.org/entity/Q3064573,,,,,
http://www.wikidata.org/entity/Q3064637,,,,,
http://www.wikidata.org/entity/Q3066200,,,,,
http://www.wikidata.org/entity/Q3067064,,,,,
http://www.wikidata.org/entity/Q3067119,,,fastenal-company,,
http://www.wikidata.org/entity/Q3067568,,,,,
http://www.wikidata.org/entity/Q3067962,,,,,
http://www.wikidata.org/entity/Q3068424,,,,,
http://www.wikidata.org/entity/Q3068461,,,,,
http://www.wikidata.org/entity/Q3069294,,,,,
http://www.wikidata.org/entity/Q3069769,,,,,
http://www.wikidata.org/entity/Q3069802,,,,,
http://www.wikidata.org/entity/Q3069875,,,,,
http://www.wikidata.org/entity/Q3070059,,,,,
http://www.wikidata.org/entity/Q3070202,,,,,
http://www.wikidata.org/entity/Q3070243,grid.494249.6,,,,
http://www.wikidata.org/entity/Q3070355,,,,,
http://www.wikidata.org/entity/Q3070563,,,,,
http://www.wikidata.org/entity/Q3070662,,,,,
http://www.wikidata.org/entity/Q3070723,,,,Retevision,
http://www.wikidata.org/entity/Q3071054,,,,,
http://www.wikidata.org/entity/Q3071105,,,,,
http://www.wikidata.org/entity/Q3071277,,,,,
http://www.wikidata.org/entity/Q3071295,,,,,
http://www.wikidata.org/entity/Q3071389,,,,,
http://www.wikidata.org/entity/Q3071434,,,,,
http://www.wikidata.org/entity/Q3071472,,,,,
http://www.wikidata.org/entity/Q3071681,,,,,
http://www.wikidata.org/entity/Q3071761,,,,,
http://www.wikidata.org/entity/Q3071783,,,,,
http://www.wikidata.org/entity/Q3071884,,,,,
http://www.wikidata.org/entity/Q3072529,,,,,
http://www.wikidata.org/entity/Q3072614,,,,,
http://www.wikidata.org/entity/Q3072675,,,,,
http://www.wikidata.org/entity/Q3072845,,,,,
http://www.wikidata.org/entity/Q3072965,,,,,
http://www.wikidata.org/entity/Q3073139,grid.448193.3,,,TEDOM,
http://www.wikidata.org/entity/Q3073195,,,,Furla,
http://www.wikidata.org/entity/Q3073245,,,,,
http://www.wikidata.org/entity/Q3073404,,,,,
http://www.wikidata.org/entity/Q3073639,,,,,
http://www.wikidata.org/entity/Q3073744,grid.425260.7,,,,
http://www.wikidata.org/entity/Q3074561,,,,,
http://www.wikidata.org/entity/Q3074637,,,,,
http://www.wikidata.org/entity/Q3075545,,se/556029-2509,,,
http://www.wikidata.org/entity/Q3077034,,,,,
http://www.wikidata.org/entity/Q3077155,,,,,
http://www.wikidata.org/entity/Q3077305,,,,,
http://www.wikidata.org/entity/Q3077400,,,,,
http://www.wikidata.org/entity/Q3079325,,,ito-en,Ito-En,
http://www.wikidata.org/entity/Q3079371,,,,,
http://www.wikidata.org/entity/Q3079528,,,,,
http://www.wikidata.org/entity/Q3079736,,,,Fosun,
http://www.wikidata.org/entity/Q3082112,grid.471178.c,jp/4013401002485,,,
http://www.wikidata.org/entity/Q3083189,,,,,
http://www.wikidata.org/entity/Q3083322,,,,,
http://www.wikidata.org/entity/Q3086767,,,,Fred-Farid-Group-1,
http://www.wikidata.org/entity/Q3086918,grid.476165.7,fr/967504697,,,
http://www.wikidata.org/entity/Q3087545,,,,,
http://www.wikidata.org/entity/Q3087840,,,,,
http://www.wikidata.org/entity/Q3088115,,fi/0201193-4,,Genelec,
http://www.wikidata.org/entity/Q3088196,,,,,
http://www.wikidata.org/entity/Q3088656,,,,,
http://www.wikidata.org/entity/Q3090702,,,,,
http://www.wikidata.org/entity/Q3090727,,,,,
http://www.wikidata.org/entity/Q3090748,,,,Fullsix,
http://www.wikidata.org/entity/Q3091294,,,,,
http://www.wikidata.org/entity/Q3093124,,,,,
http://www.wikidata.org/entity/Q3093140,,,,,
http://www.wikidata.org/entity/Q3093177,,,,Gefco,
http://www.wikidata.org/entity/Q3093405,,,,,
http://www.wikidata.org/entity/Q3094581,,,,,
http://www.wikidata.org/entity/Q3094825,,,,,
http://www.wikidata.org/entity/Q3094962,,,,,
http://www.wikidata.org/entity/Q3099685,,,,,
http://www.wikidata.org/entity/Q5036903,,,,Capterra,
http://www.wikidata.org/entity/Q5037191,,,,,
http://www.wikidata.org/entity/Q5042893,,,,,
http://www.wikidata.org/entity/Q5047083,,,carters,Carters-company,
http://www.wikidata.org/entity/Q5047083,,,carter-s,Carters-company,
http://www.wikidata.org/entity/Q5051965,,,,,
http://www.wikidata.org/entity/Q5052147,,,,,
http://www.wikidata.org/entity/Q5058640,,dk/58711713,,,
http://www.wikidata.org/entity/Q5058996,,,,,
http://www.wikidata.org/entity/Q5061051,grid.454751.6,,,Central-European-Institute-of-Technology,
http://www.wikidata.org/entity/Q5063092,grid.480053.a,,centurylink,,
http://www.wikidata.org/entity/Q5072383,,,,,
http://www.wikidata.org/entity/Q5087122,,,,,
http://www.wikidata.org/entity/Q5089348,,,,,
http://www.wikidata.org/entity/Q5089463,,,,,
http://www.wikidata.org/entity/Q5089640,,,,Cheil-Industries,
http://www.wikidata.org/entity/Q5089641,,,,,
http://www.wikidata.org/entity/Q5094438,grid.471079.c,,,,
http://www.wikidata.org/entity/Q5094517,,,,,
http://www.wikidata.org/entity/Q5095516,,,chicago-bridge-iron-company,,
http://www.wikidata.org/entity/Q5099980,,,,,
http://www.wikidata.org/entity/Q5105269,,,,,
http://www.wikidata.org/entity/Q5105605,grid.424026.6,dk/28318677,,Chr-Hansen,
http://www.wikidata.org/entity/Q5113774,,,,,
http://www.wikidata.org/entity/Q5116536,grid.480097.2,,church-dwight-co-inc,,
http://www.wikidata.org/entity/Q5120671,,,cinemanow,Cinemanow,
http://www.wikidata.org/entity/Q5122694,,,citizens-bank,,
http://www.wikidata.org/entity/Q5122850,,,,,
http://www.wikidata.org/entity/Q5123488,grid.445194.9,,,,
http://www.wikidata.org/entity/Q5126087,,,,Claranet,
http://www.wikidata.org/entity/Q5134072,,,,,
http://www.wikidata.org/entity/Q5135861,,,,,
http://www.wikidata.org/entity/Q5136163,,,,,
http://www.wikidata.org/entity/Q5136910,,,,,
http://www.wikidata.org/entity/Q5138896,,,cobham,Cobham-Plc,
http://www.wikidata.org/entity/Q5138896,,,cobham-defense-electronic-systems,Cobham-Plc,
http://www.wikidata.org/entity/Q5139356,grid.450634.0,au/002618073,,,
http://www.wikidata.org/entity/Q5140870,,,,,
http://www.wikidata.org/entity/Q5145789,,,collabera,Collabera,
http://www.wikidata.org/entity/Q5149122,,,,,
http://www.wikidata.org/entity/Q5150446,,,,,
http://www.wikidata.org/entity/Q5151811,,,,,
http://www.wikidata.org/entity/Q5152510,,,,,
http://www.wikidata.org/entity/Q5155353,,,,,
http://www.wikidata.org/entity/Q5157291,,,,Computational-Research-Laboratories,
http://www.wikidata.org/entity/Q5157406,,,,,
http://www.wikidata.org/entity/Q5157869,,,,,
http://www.wikidata.org/entity/Q5158047,,,,Conaco,
http://www.wikidata.org/entity/Q5158063,grid.480061.b,,,,
http://www.wikidata.org/entity/Q5159811,,,,,
http://www.wikidata.org/entity/Q5161329,,,,,
http://www.wikidata.org/entity/Q5163151,,,,,
http://www.wikidata.org/entity/Q5165314,,,,,
http://www.wikidata.org/entity/Q5167032,,,,,
http://www.wikidata.org/entity/Q5167436,,,,Cooley-LLP,
http://www.wikidata.org/entity/Q5167703,,no/980393364,,Coop-Marked,
http://www.wikidata.org/entity/Q5167707,,no/980393283,,,
http://www.wikidata.org/entity/Q5169770,,,,,
http://www.wikidata.org/entity/Q5170174,grid.456272.0,,,,
http://www.wikidata.org/entity/Q5170480,,,,,
http://www.wikidata.org/entity/Q5170525,,,,,
http://www.wikidata.org/entity/Q5172113,,,,,
http://www.wikidata.org/entity/Q5173161,,,,,
http://www.wikidata.org/entity/Q5177262,,,,Country-Crock,
http://www.wikidata.org/entity/Q5177565,,,,,
http://www.wikidata.org/entity/Q5179138,,,coveo,Coveo,
http://www.wikidata.org/entity/Q5182000,,,,,
http://www.wikidata.org/entity/Q5183391,,,,,
http://www.wikidata.org/entity/Q5183736,,,,,
http://www.wikidata.org/entity/Q5183803,,,,,
http://www.wikidata.org/entity/Q5183828,grid.450094.c,,cree,,
http://www.wikidata.org/entity/Q5189156,,,crowdflower,CrowdFlower,
http://www.wikidata.org/entity/Q5189941,,,,,
http://www.wikidata.org/entity/Q5191790,grid.497043.d,,ctrip,Ctrip-1,
http://www.wikidata.org/entity/Q5192364,,,,,
http://www.wikidata.org/entity/Q5195090,,,,,
http://www.wikidata.org/entity/Q5196961,,,,G4S-Secure-Solutions,
http://www.wikidata.org/entity/Q5201735,,,,,
http://www.wikidata.org/entity/Q5201736,grid.494050.c,,,,
http://www.wikidata.org/entity/Q5201737,grid.485258.6,,,,
http://www.wikidata.org/entity/Q5201745,,,,,
http://www.wikidata.org/entity/Q5204443,,,,,
http://www.wikidata.org/entity/Q5204446,,,,,
http://www.wikidata.org/entity/Q5204670,grid.488125.2,,,,
http://www.wikidata.org/entity/Q5204854,,,,,
http://www.wikidata.org/entity/Q5206064,,,,,
http://www.wikidata.org/entity/Q5206203,,,,,
http://www.wikidata.org/entity/Q5206232,,,dte-energy,,
http://www.wikidata.org/entity/Q5206357,,,,,
http://www.wikidata.org/entity/Q5207184,,,,,456
http://www.wikidata.org/entity/Q5207720,,,dacor,,
http://www.wikidata.org/entity/Q5208216,,,,,
http://www.wikidata.org/entity/Q5209407,,,,,
http://www.wikidata.org/entity/Q5210845,,,,,
http://www.wikidata.org/entity/Q5212365,,,,,
http://www.wikidata.org/entity/Q5215421,,jp/2010001146005,,,
http://www.wikidata.org/entity/Q5216057,grid.509481.1,jp/3010001008732,,JGC-Corporation,283795
http://www.wikidata.org/entity/Q5219737,grid.480637.e,dk/34481490,,Danish-Institute-for-Human-Rights,
http://www.wikidata.org/entity/Q5221477,,,,,
http://www.wikidata.org/entity/Q5221859,,,,,
http://www.wikidata.org/entity/Q4445497,,,,,
http://www.wikidata.org/entity/Q4446012,,,,,
http://www.wikidata.org/entity/Q4446056,,,,,
http://www.wikidata.org/entity/Q4446201,,,,,
http://www.wikidata.org/entity/Q4447314,,,,,
http://www.wikidata.org/entity/Q4447906,,,,,
http://www.wikidata.org/entity/Q4447923,,,,,
http://www.wikidata.org/entity/Q4447924,,,,,
http://www.wikidata.org/entity/Q4448860,,,,,
http://www.wikidata.org/entity/Q4448974,,,,,
http://www.wikidata.org/entity/Q4448998,,,,,
http://www.wikidata.org/entity/Q4449110,,,,,
http://www.wikidata.org/entity/Q4449303,,,,,
http://www.wikidata.org/entity/Q4449433,,,,,
http://www.wikidata.org/entity/Q4449545,,,,,
http://www.wikidata.org/entity/Q4449551,,,,,
http://www.wikidata.org/entity/Q4449571,,,,,
http://www.wikidata.org/entity/Q4449572,,,,,
http://www.wikidata.org/entity/Q4449587,,,,,
http://www.wikidata.org/entity/Q4450071,,,,,
http://www.wikidata.org/entity/Q4450835,,,,,
http://www.wikidata.org/entity/Q4451657,,,,,
http://www.wikidata.org/entity/Q4452331,,,,,
http://www.wikidata.org/entity/Q4452355,,,,,
http://www.wikidata.org/entity/Q4452635,,,,,
http://www.wikidata.org/entity/Q4452643,,,,,
http://www.wikidata.org/entity/Q4452646,,,,,
http://www.wikidata.org/entity/Q4452709,,,,,
http://www.wikidata.org/entity/Q4452711,,,,,
http://www.wikidata.org/entity/Q4453067,,,,,
http://www.wikidata.org/entity/Q4453138,,,,,
http://www.wikidata.org/entity/Q4453143,,,,,
http://www.wikidata.org/entity/Q4453260,,,,,
http://www.wikidata.org/entity/Q4453289,,,,,
http://www.wikidata.org/entity/Q4453296,,,,,
http://www.wikidata.org/entity/Q4453853,,,,,
http://www.wikidata.org/entity/Q4454100,,,,,
http://www.wikidata.org/entity/Q4454170,,,,,
http://www.wikidata.org/entity/Q4455317,,,,,
http://www.wikidata.org/entity/Q4456172,,,,,
http://www.wikidata.org/entity/Q4456173,,,,,
http://www.wikidata.org/entity/Q4456909,,,,,
http://www.wikidata.org/entity/Q4456914,,,,,
http://www.wikidata.org/entity/Q4458183,,,,,
http://www.wikidata.org/entity/Q4458456,,,,,
http://www.wikidata.org/entity/Q4458772,,,,,
http://www.wikidata.org/entity/Q4459151,,,,,
http://www.wikidata.org/entity/Q4459568,,,,,
http://www.wikidata.org/entity/Q4460101,,,,,
http://www.wikidata.org/entity/Q4460384,,,,,
http://www.wikidata.org/entity/Q4460395,,,,,
http://www.wikidata.org/entity/Q4460397,,,,,
http://www.wikidata.org/entity/Q4460401,,,,,
http://www.wikidata.org/entity/Q4460402,,,,,
http://www.wikidata.org/entity/Q4460403,,,,,
http://www.wikidata.org/entity/Q4460404,,,,,
http://www.wikidata.org/entity/Q4460405,,,,,
http://www.wikidata.org/entity/Q4460412,,,,,
http://www.wikidata.org/entity/Q4460462,,,,,
http://www.wikidata.org/entity/Q4461552,,,,,
http://www.wikidata.org/entity/Q4461926,,,,,
http://www.wikidata.org/entity/Q4461927,,,,,
http://www.wikidata.org/entity/Q4461970,,,,,
http://www.wikidata.org/entity/Q4461971,,,,,
http://www.wikidata.org/entity/Q4461999,,,,,
http://www.wikidata.org/entity/Q4462018,,,,,
http://www.wikidata.org/entity/Q4462920,,ua/37815221,,,
http://www.wikidata.org/entity/Q4464716,,,,,
http://www.wikidata.org/entity/Q4464791,,,,,
http://www.wikidata.org/entity/Q4465013,,,,,
http://www.wikidata.org/entity/Q4465102,,,,,
http://www.wikidata.org/entity/Q4465139,,,,,
http://www.wikidata.org/entity/Q4465758,,,,,
http://www.wikidata.org/entity/Q4465778,,,,,
http://www.wikidata.org/entity/Q4465986,,,,,
http://www.wikidata.org/entity/Q4466596,,,,,
http://www.wikidata.org/entity/Q4466787,,,,,
http://www.wikidata.org/entity/Q4467140,,,,,
http://www.wikidata.org/entity/Q4467469,,,,,
http://www.wikidata.org/entity/Q4467492,,,,,
http://www.wikidata.org/entity/Q4467506,,,,,
http://www.wikidata.org/entity/Q4467509,,,,,
http://www.wikidata.org/entity/Q4468988,,,,,
http://www.wikidata.org/entity/Q4469110,,,,,
http://www.wikidata.org/entity/Q4469314,,,,,
http://www.wikidata.org/entity/Q4469447,,,,,
http://www.wikidata.org/entity/Q4469715,,,,Uzbekenergo,
http://www.wikidata.org/entity/Q4470378,,,,,
http://www.wikidata.org/entity/Q4470382,,,,,
http://www.wikidata.org/entity/Q4470520,,,,,
http://www.wikidata.org/entity/Q4470600,,,,,
http://www.wikidata.org/entity/Q4470691,,,,,
http://www.wikidata.org/entity/Q4470702,grid.495043.f,,,,
http://www.wikidata.org/entity/Q4470715,,,,,
http://www.wikidata.org/entity/Q4470748,,,,,
http://www.wikidata.org/entity/Q4470837,,,,,
http://www.wikidata.org/entity/Q4473494,,,,,
http://www.wikidata.org/entity/Q4474908,,,,,
http://www.wikidata.org/entity/Q4475188,,,,,
http://www.wikidata.org/entity/Q4475193,,,,,
http://www.wikidata.org/entity/Q10851215,,,,,
http://www.wikidata.org/entity/Q10851646,,,,,
http://www.wikidata.org/entity/Q10852419,,,,,
http://www.wikidata.org/entity/Q10852947,,,,,
http://www.wikidata.org/entity/Q10853027,,,,,
http://www.wikidata.org/entity/Q10853203,,,,,
http://www.wikidata.org/entity/Q10854462,,,,,
http://www.wikidata.org/entity/Q10854584,,,,,
http://www.wikidata.org/entity/Q10854596,,,,,
http://www.wikidata.org/entity/Q10854619,,,,LG-CNS,
http://www.wikidata.org/entity/Q10854822,,,,,
http://www.wikidata.org/entity/Q10854853,,,,,
http://www.wikidata.org/entity/Q10854950,grid.447870.8,,,,
http://www.wikidata.org/entity/Q10855501,,,,,
http://www.wikidata.org/entity/Q10855540,,,,,
http://www.wikidata.org/entity/Q10855835,,,,,
http://www.wikidata.org/entity/Q10855964,,,,,
http://www.wikidata.org/entity/Q10856990,,,,,
http://www.wikidata.org/entity/Q10856996,,,,,
http://www.wikidata.org/entity/Q10856997,grid.486742.b,,,,
http://www.wikidata.org/entity/Q10857517,,,,,
http://www.wikidata.org/entity/Q10857904,,,,,
http://www.wikidata.org/entity/Q10858762,,,,,
http://www.wikidata.org/entity/Q10858775,,,,,
http://www.wikidata.org/entity/Q10858776,,,,,
http://www.wikidata.org/entity/Q10858777,,,,,
http://www.wikidata.org/entity/Q10858807,,,,,
http://www.wikidata.org/entity/Q10859249,,,,,
http://www.wikidata.org/entity/Q10859252,,,,,
http://www.wikidata.org/entity/Q10859265,,,,,
http://www.wikidata.org/entity/Q10859266,,,,,
http://www.wikidata.org/entity/Q10859276,,,,,
http://www.wikidata.org/entity/Q10859282,,,,,
http://www.wikidata.org/entity/Q10859460,grid.432219.f,,,,
http://www.wikidata.org/entity/Q10859475,,,,,
http://www.wikidata.org/entity/Q10859497,,,,,
http://www.wikidata.org/entity/Q10859498,,,,,
http://www.wikidata.org/entity/Q10859568,,,,,
http://www.wikidata.org/entity/Q10859570,,,,,
http://www.wikidata.org/entity/Q10859577,,,,,
http://www.wikidata.org/entity/Q10859656,,,,,
http://www.wikidata.org/entity/Q10859823,,,,,
http://www.wikidata.org/entity/Q10860556,,,,,
http://www.wikidata.org/entity/Q10860824,,,,,
http://www.wikidata.org/entity/Q10860989,,,,,
http://www.wikidata.org/entity/Q10861295,,,,,
http://www.wikidata.org/entity/Q10873167,,,,,
http://www.wikidata.org/entity/Q10874559,,,,,
http://www.wikidata.org/entity/Q10874830,,,,,
http://www.wikidata.org/entity/Q10876286,grid.471091.a,,,,
http://www.wikidata.org/entity/Q10884844,,,,,
http://www.wikidata.org/entity/Q10893531,,,,Lightinthebox,
http://www.wikidata.org/entity/Q10915565,,,,,
http://www.wikidata.org/entity/Q10939378,,,,,
http://www.wikidata.org/entity/Q11005779,,,,,
http://www.wikidata.org/entity/Q11022839,,,,,
http://www.wikidata.org/entity/Q11045797,,,,,
http://www.wikidata.org/entity/Q11046731,grid.445516.7,,,Bankovní-Institut-Vysoká-Škola,
http://www.wikidata.org/entity/Q11048032,,,,,
http://www.wikidata.org/entity/Q11059902,,,,,
http://www.wikidata.org/entity/Q11081466,,,,,
http://www.wikidata.org/entity/Q11082286,,,,,
http://www.wikidata.org/entity/Q11086801,grid.445492.a,,,,
http://www.wikidata.org/entity/Q11086801,grid.465864.d,,,,
http://www.wikidata.org/entity/Q11087091,,,,,
http://www.wikidata.org/entity/Q11089927,grid.433549.c,,,,
http://www.wikidata.org/entity/Q11089948,grid.486293.2,,,,
http://www.wikidata.org/entity/Q11090004,grid.485171.e,,,,
http://www.wikidata.org/entity/Q11090051,,,,,
http://www.wikidata.org/entity/Q11090061,,,,,
http://www.wikidata.org/entity/Q11090076,,,,,
http://www.wikidata.org/entity/Q11090087,,,,,
http://www.wikidata.org/entity/Q11090096,,,,,
http://www.wikidata.org/entity/Q11090106,,,,,
http://www.wikidata.org/entity/Q11090126,,,,,
http://www.wikidata.org/entity/Q11090142,,,,,
http://www.wikidata.org/entity/Q11090151,,,,,
http://www.wikidata.org/entity/Q11090160,,,,,
http://www.wikidata.org/entity/Q11090176,,,,,
http://www.wikidata.org/entity/Q11090238,,,,,
http://www.wikidata.org/entity/Q11104175,grid.497057.8,,,,
http://www.wikidata.org/entity/Q11112169,,,,,
http://www.wikidata.org/entity/Q11114692,,,,,
http://www.wikidata.org/entity/Q11117373,,,,,
http://www.wikidata.org/entity/Q11119009,,,,,
http://www.wikidata.org/entity/Q11125905,,,,,
http://www.wikidata.org/entity/Q11130894,,,,,
http://www.wikidata.org/entity/Q11133743,,,,,
http://www.wikidata.org/entity/Q11148082,,,,,
http://www.wikidata.org/entity/Q11164957,,,,,
http://www.wikidata.org/entity/Q11171518,grid.485119.0,,,,
http://www.wikidata.org/entity/Q11177413,,,,,
http://www.wikidata.org/entity/Q11177437,grid.510365.4,,,,
http://www.wikidata.org/entity/Q11179076,,,,,
http://www.wikidata.org/entity/Q11179646,,,,,
http://www.wikidata.org/entity/Q11188590,,,,,
http://www.wikidata.org/entity/Q11188921,grid.479999.3,jp/1011501009437,,,
http://www.wikidata.org/entity/Q11189418,,,,,
http://www.wikidata.org/entity/Q11193020,,,,,
http://www.wikidata.org/entity/Q11193066,,,,,
http://www.wikidata.org/entity/Q11887266,,,,,
http://www.wikidata.org/entity/Q11888493,,,,,
http://www.wikidata.org/entity/Q11888596,,,,,
http://www.wikidata.org/entity/Q11888861,,,,,
http://www.wikidata.org/entity/Q11889554,,,,,
http://www.wikidata.org/entity/Q11889575,,,,,
http://www.wikidata.org/entity/Q11889919,,,,,
http://www.wikidata.org/entity/Q11890005,,,,Ramirent,
http://www.wikidata.org/entity/Q11890180,,,,,
http://www.wikidata.org/entity/Q11890201,,,,,
http://www.wikidata.org/entity/Q11890330,,,,,
http://www.wikidata.org/entity/Q11890580,,,,,
http://www.wikidata.org/entity/Q11890629,,fi/1084502-3,,,
http://www.wikidata.org/entity/Q11890848,,,,,
http://www.wikidata.org/entity/Q11891242,,,,,
http://www.wikidata.org/entity/Q11891468,,,,,
http://www.wikidata.org/entity/Q11891503,,,,,
http://www.wikidata.org/entity/Q11891723,,,,,
http://www.wikidata.org/entity/Q11891899,,,,,
http://www.wikidata.org/entity/Q11892534,,,,,
http://www.wikidata.org/entity/Q11892584,,,,,
http://www.wikidata.org/entity/Q11892651,,,,,
http://www.wikidata.org/entity/Q11892889,,,,,
http://www.wikidata.org/entity/Q11893128,,,,,
http://www.wikidata.org/entity/Q11893355,grid.437776.6,,,,
http://www.wikidata.org/entity/Q11893903,,,,,
http://www.wikidata.org/entity/Q11893951,,,,,
http://www.wikidata.org/entity/Q11894033,,,,,
http://www.wikidata.org/entity/Q11894120,,,,,
http://www.wikidata.org/entity/Q11894722,,,,,
http://www.wikidata.org/entity/Q11894823,,,,,
http://www.wikidata.org/entity/Q11894827,,,,,
http://www.wikidata.org/entity/Q11894847,,,,,
http://www.wikidata.org/entity/Q11894873,,,,,
http://www.wikidata.org/entity/Q11895320,,,,,
http://www.wikidata.org/entity/Q11895815,,,,,
http://www.wikidata.org/entity/Q11896145,,,,,
http://www.wikidata.org/entity/Q11897832,,,,,
http://www.wikidata.org/entity/Q11898491,,,,,
http://www.wikidata.org/entity/Q11898749,,,,,
http://www.wikidata.org/entity/Q11898776,,,,,
http://www.wikidata.org/entity/Q11898780,,,,,
http://www.wikidata.org/entity/Q11898785,,,,,
http://www.wikidata.org/entity/Q11898826,,,,,
http://www.wikidata.org/entity/Q11899897,,,,,
http://www.wikidata.org/entity/Q11899995,,,,,
http://www.wikidata.org/entity/Q11900171,,,,,
http://www.wikidata.org/entity/Q11900388,,,,,
http://www.wikidata.org/entity/Q11900856,,,,,
http://www.wikidata.org/entity/Q11902039,,,,,
http://www.wikidata.org/entity/Q11902565,,,,,
http://www.wikidata.org/entity/Q11903203,,,,,
http://www.wikidata.org/entity/Q11903450,,,,,
http://www.wikidata.org/entity/Q11903473,,,,,
http://www.wikidata.org/entity/Q11906913,,,,,
http://www.wikidata.org/entity/Q11909228,,,,,
http://www.wikidata.org/entity/Q11909299,,,,,
http://www.wikidata.org/entity/Q11909410,,,,,
http://www.wikidata.org/entity/Q11909543,,,,,
http://www.wikidata.org/entity/Q11909952,,,,,
http://www.wikidata.org/entity/Q11913401,,,,,
http://www.wikidata.org/entity/Q11914935,,,,,
http://www.wikidata.org/entity/Q11914937,,,,,
http://www.wikidata.org/entity/Q11914941,,,,,
http://www.wikidata.org/entity/Q11917090,,,,,
http://www.wikidata.org/entity/Q11919256,,,,,
http://www.wikidata.org/entity/Q11919539,,,,,
http://www.wikidata.org/entity/Q11921742,,,,,
http://www.wikidata.org/entity/Q11921883,,,,,
http://www.wikidata.org/entity/Q11922225,,,,,
http://www.wikidata.org/entity/Q11923035,,,,,
http://www.wikidata.org/entity/Q11923097,,,,,
http://www.wikidata.org/entity/Q11923335,,,,,
http://www.wikidata.org/entity/Q11923961,,,,,
http://www.wikidata.org/entity/Q11924743,,,,,
http://www.wikidata.org/entity/Q11924756,,,,,
http://www.wikidata.org/entity/Q11925310,,,,,
http://www.wikidata.org/entity/Q11926673,,,,,
http://www.wikidata.org/entity/Q11934469,,,,,
http://www.wikidata.org/entity/Q11935470,,,,,
http://www.wikidata.org/entity/Q11936214,,,,,
http://www.wikidata.org/entity/Q11937132,,,,,
http://www.wikidata.org/entity/Q11941356,,,,,
http://www.wikidata.org/entity/Q11942500,,,,,
http://www.wikidata.org/entity/Q11942669,grid.486546.d,,,,
http://www.wikidata.org/entity/Q11942671,,,,,
http://www.wikidata.org/entity/Q11944052,,,,,
http://www.wikidata.org/entity/Q11944155,,,,,
http://www.wikidata.org/entity/Q11944360,,,,,
http://www.wikidata.org/entity/Q11945114,,,,,
http://www.wikidata.org/entity/Q11945170,,,,,
http://www.wikidata.org/entity/Q11945633,grid.448070.f,,,,
http://www.wikidata.org/entity/Q11946166,,,,,
http://www.wikidata.org/entity/Q11947381,grid.445543.7,,,,
http://www.wikidata.org/entity/Q11947666,,,,,
http://www.wikidata.org/entity/Q11947769,,,,,
http://www.wikidata.org/entity/Q11950546,,,,,
http://www.wikidata.org/entity/Q11950968,,,,,
http://www.wikidata.org/entity/Q11951125,,,,,
http://www.wikidata.org/entity/Q11951740,,,,,
http://www.wikidata.org/entity/Q3661184,,,,Ermanno-Scervino,
http://www.wikidata.org/entity/Q3661479,,,,,
http://www.wikidata.org/entity/Q3661659,,,,,
http://www.wikidata.org/entity/Q3661877,,,,,
http://www.wikidata.org/entity/Q3661898,,,,,
http://www.wikidata.org/entity/Q3661901,,,,,
http://www.wikidata.org/entity/Q3661902,,,,,
http://www.wikidata.org/entity/Q3661907,,,,,
http://www.wikidata.org/entity/Q3661910,,,,,
http://www.wikidata.org/entity/Q3661913,,,,,
http://www.wikidata.org/entity/Q3661914,,,,,
http://www.wikidata.org/entity/Q3661915,,,,,
http://www.wikidata.org/entity/Q3661916,,,,,
http://www.wikidata.org/entity/Q3661918,,,,,
http://www.wikidata.org/entity/Q3661919,,,,,
http://www.wikidata.org/entity/Q3661922,,,,,
http://www.wikidata.org/entity/Q3661924,,,,,
http://www.wikidata.org/entity/Q3661930,,,,,
http://www.wikidata.org/entity/Q3661931,,,,,
http://www.wikidata.org/entity/Q3661935,,,,,
http://www.wikidata.org/entity/Q3661936,,,,,
http://www.wikidata.org/entity/Q3661937,grid.420084.a,,,,
http://www.wikidata.org/entity/Q3661950,,,,,
http://www.wikidata.org/entity/Q3663846,,,,,
